Experiment	Sweep	
Date	30.09.2022 15:44:59	
User		
X (m)	0.000000E+0	
Y (m)	0.000000E+0	
Comment01	FWD, plasmons, Vtip = -138. xyz default, #2	

[DATA]
BB Back Bias (V)	Bias (V)	Current (A)	BBX (Hz)	BB Back Bias (V)	Tip Current (A)
99.8000E+0	-138.000E+0	54.2145E-9	49.6967E+3	99.8000E+0	65.1312E-9
99.8500E+0	-138.000E+0	54.2080E-9	50.2333E+3	99.8500E+0	65.1249E-9
99.9000E+0	-138.000E+0	54.2645E-9	49.1667E+3	99.9000E+0	65.1921E-9
99.9500E+0	-138.000E+0	54.2567E-9	48.0600E+3	99.9500E+0	65.1810E-9
100.000E+0	-138.000E+0	54.2870E-9	51.3000E+3	100.000E+0	65.2177E-9
100.050E+0	-138.000E+0	54.3234E-9	50.1233E+3	100.050E+0	65.2628E-9
100.100E+0	-138.000E+0	54.1961E-9	50.5733E+3	100.100E+0	65.1112E-9
100.150E+0	-138.000E+0	54.2962E-9	51.3800E+3	100.150E+0	65.2314E-9
100.200E+0	-138.000E+0	54.1974E-9	50.5933E+3	100.200E+0	65.1082E-9
100.250E+0	-138.000E+0	54.1595E-9	50.9333E+3	100.250E+0	65.0643E-9
100.300E+0	-138.000E+0	54.3434E-9	51.4700E+3	100.300E+0	65.2889E-9
100.350E+0	-138.000E+0	54.3946E-9	51.3500E+3	100.350E+0	65.3483E-9
100.400E+0	-138.000E+0	54.3319E-9	53.4333E+3	100.400E+0	65.2754E-9
100.450E+0	-138.000E+0	54.2971E-9	51.9400E+3	100.450E+0	65.2346E-9
100.500E+0	-138.000E+0	54.4434E-9	55.9733E+3	100.500E+0	65.4103E-9
100.550E+0	-138.000E+0	54.2955E-9	55.8700E+3	100.550E+0	65.2299E-9
100.600E+0	-138.000E+0	54.1804E-9	54.7367E+3	100.600E+0	65.0968E-9
100.650E+0	-138.000E+0	54.1608E-9	53.8333E+3	100.650E+0	65.0709E-9
100.700E+0	-138.000E+0	54.2408E-9	53.8133E+3	100.700E+0	65.1651E-9
100.750E+0	-138.000E+0	54.1546E-9	52.2333E+3	100.750E+0	65.0573E-9
100.800E+0	-138.000E+0	54.2277E-9	52.4133E+3	100.800E+0	65.1448E-9
100.850E+0	-138.000E+0	54.3953E-9	52.2333E+3	100.850E+0	65.3550E-9
100.900E+0	-138.000E+0	54.3709E-9	55.8233E+3	100.900E+0	65.3179E-9
100.950E+0	-138.000E+0	54.2995E-9	57.5700E+3	100.950E+0	65.2377E-9
101.000E+0	-138.000E+0	54.2304E-9	52.7933E+3	101.000E+0	65.1472E-9
101.050E+0	-138.000E+0	54.3471E-9	55.8367E+3	101.050E+0	65.2969E-9
101.100E+0	-138.000E+0	54.2843E-9	55.5633E+3	101.100E+0	65.2159E-9
101.150E+0	-138.000E+0	54.3798E-9	52.8100E+3	101.150E+0	65.3300E-9
101.200E+0	-138.000E+0	54.3862E-9	56.5733E+3	101.200E+0	65.3405E-9
101.250E+0	-138.000E+0	54.3945E-9	53.7000E+3	101.250E+0	65.3526E-9
101.300E+0	-138.000E+0	54.4317E-9	55.2400E+3	101.300E+0	65.3898E-9
101.350E+0	-138.000E+0	54.4586E-9	56.5033E+3	101.350E+0	65.4325E-9
101.400E+0	-138.000E+0	54.4002E-9	58.4933E+3	101.400E+0	65.3614E-9
101.450E+0	-138.000E+0	54.4439E-9	56.3000E+3	101.450E+0	65.4086E-9
101.500E+0	-138.000E+0	54.3901E-9	57.3367E+3	101.500E+0	65.3437E-9
101.550E+0	-138.000E+0	54.4024E-9	56.9467E+3	101.550E+0	65.3629E-9
101.600E+0	-138.000E+0	54.2588E-9	54.8967E+3	101.600E+0	65.1851E-9
101.650E+0	-138.000E+0	54.2807E-9	57.8267E+3	101.650E+0	65.2167E-9
101.700E+0	-138.000E+0	54.3534E-9	55.8500E+3	101.700E+0	65.3014E-9
101.750E+0	-138.000E+0	54.3394E-9	55.8900E+3	101.750E+0	65.2837E-9
101.800E+0	-138.000E+0	54.3170E-9	57.4167E+3	101.800E+0	65.2573E-9
101.850E+0	-138.000E+0	54.2711E-9	57.2067E+3	101.850E+0	65.1984E-9
101.900E+0	-138.000E+0	54.2411E-9	57.4233E+3	101.900E+0	65.1649E-9
101.950E+0	-138.000E+0	54.2436E-9	56.1633E+3	101.950E+0	65.1662E-9
102.000E+0	-138.000E+0	54.2564E-9	55.3433E+3	102.000E+0	65.1815E-9
102.050E+0	-138.000E+0	54.2631E-9	56.8867E+3	102.050E+0	65.1876E-9
102.100E+0	-138.000E+0	54.3552E-9	57.2000E+3	102.100E+0	65.3053E-9
102.150E+0	-138.000E+0	54.3225E-9	57.4200E+3	102.150E+0	65.2642E-9
102.200E+0	-138.000E+0	54.4425E-9	57.5233E+3	102.200E+0	65.4096E-9
102.250E+0	-138.000E+0	54.3826E-9	58.2500E+3	102.250E+0	65.3420E-9
102.300E+0	-138.000E+0	54.3888E-9	57.8300E+3	102.300E+0	65.3514E-9
102.350E+0	-138.000E+0	54.3716E-9	55.2733E+3	102.350E+0	65.3287E-9
102.400E+0	-138.000E+0	54.3072E-9	56.9833E+3	102.400E+0	65.2458E-9
102.450E+0	-138.000E+0	54.2938E-9	55.9033E+3	102.450E+0	65.2357E-9
102.500E+0	-138.000E+0	54.2469E-9	58.3500E+3	102.500E+0	65.1747E-9
102.550E+0	-138.000E+0	54.2965E-9	59.7333E+3	102.550E+0	65.2309E-9
102.600E+0	-138.000E+0	54.3365E-9	56.1733E+3	102.600E+0	65.2816E-9
102.650E+0	-138.000E+0	54.2871E-9	57.6033E+3	102.650E+0	65.2224E-9
102.700E+0	-138.000E+0	54.3039E-9	56.4200E+3	102.700E+0	65.2452E-9
102.750E+0	-138.000E+0	54.3569E-9	56.6633E+3	102.750E+0	65.3077E-9
102.800E+0	-138.000E+0	54.3222E-9	56.5833E+3	102.800E+0	65.2659E-9
102.850E+0	-138.000E+0	54.2046E-9	54.5400E+3	102.850E+0	65.1158E-9
102.900E+0	-138.000E+0	54.2010E-9	56.6000E+3	102.900E+0	65.1138E-9
102.950E+0	-138.000E+0	54.3634E-9	57.3233E+3	102.950E+0	65.3148E-9
103.000E+0	-138.000E+0	54.2473E-9	56.2800E+3	103.000E+0	65.1730E-9
103.050E+0	-138.000E+0	54.2496E-9	54.4567E+3	103.050E+0	65.1745E-9
103.100E+0	-138.000E+0	54.2496E-9	54.5867E+3	103.100E+0	65.1751E-9
103.150E+0	-138.000E+0	54.3433E-9	56.1300E+3	103.150E+0	65.2921E-9
103.200E+0	-138.000E+0	54.1765E-9	55.8333E+3	103.200E+0	65.0865E-9
103.250E+0	-138.000E+0	54.2004E-9	55.0500E+3	103.250E+0	65.1199E-9
103.300E+0	-138.000E+0	54.2364E-9	56.7033E+3	103.300E+0	65.1626E-9
103.350E+0	-138.000E+0	54.1889E-9	56.2900E+3	103.350E+0	65.0979E-9
103.400E+0	-138.000E+0	54.2294E-9	53.7567E+3	103.400E+0	65.1541E-9
103.450E+0	-138.000E+0	54.2211E-9	53.8467E+3	103.450E+0	65.1410E-9
103.500E+0	-138.000E+0	54.1112E-9	54.0167E+3	103.500E+0	65.0075E-9
103.550E+0	-138.000E+0	54.2203E-9	53.6833E+3	103.550E+0	65.1378E-9
103.600E+0	-138.000E+0	54.1809E-9	54.1100E+3	103.600E+0	65.0900E-9
103.650E+0	-138.000E+0	54.2401E-9	52.7533E+3	103.650E+0	65.1610E-9
103.700E+0	-138.000E+0	54.1381E-9	53.1767E+3	103.700E+0	65.0410E-9
103.750E+0	-138.000E+0	54.1513E-9	51.9133E+3	103.750E+0	65.0580E-9
103.800E+0	-138.000E+0	54.3294E-9	50.9967E+3	103.800E+0	65.2793E-9
103.850E+0	-138.000E+0	54.1738E-9	53.3533E+3	103.850E+0	65.0849E-9
103.900E+0	-138.000E+0	54.1668E-9	49.7367E+3	103.900E+0	65.0767E-9
103.950E+0	-138.000E+0	54.1200E-9	51.6133E+3	103.950E+0	65.0155E-9
104.000E+0	-138.000E+0	54.1071E-9	51.9133E+3	104.000E+0	64.9995E-9
104.050E+0	-138.000E+0	54.3077E-9	50.9433E+3	104.050E+0	65.2508E-9
104.100E+0	-138.000E+0	54.2936E-9	51.9367E+3	104.100E+0	65.2246E-9
104.150E+0	-138.000E+0	54.1454E-9	49.8800E+3	104.150E+0	65.0502E-9
104.200E+0	-138.000E+0	54.1665E-9	52.5467E+3	104.200E+0	65.0719E-9
104.250E+0	-138.000E+0	54.1950E-9	50.7567E+3	104.250E+0	65.1087E-9
104.300E+0	-138.000E+0	53.3466E-9	52.1667E+3	104.300E+0	64.0923E-9
104.350E+0	-138.000E+0	53.3880E-9	51.8467E+3	104.350E+0	64.1427E-9
104.400E+0	-138.000E+0	53.2993E-9	50.4000E+3	104.400E+0	64.0336E-9
104.450E+0	-138.000E+0	53.1490E-9	49.0300E+3	104.450E+0	63.8497E-9
104.500E+0	-138.000E+0	53.0980E-9	48.8167E+3	104.500E+0	63.7898E-9
104.550E+0	-138.000E+0	53.0998E-9	48.1167E+3	104.550E+0	63.7926E-9
104.600E+0	-138.000E+0	53.2315E-9	46.9567E+3	104.600E+0	63.9518E-9
104.650E+0	-138.000E+0	53.1681E-9	48.3567E+3	104.650E+0	63.8706E-9
104.700E+0	-138.000E+0	53.1785E-9	47.5733E+3	104.700E+0	63.8872E-9
104.750E+0	-138.000E+0	53.1903E-9	46.5667E+3	104.750E+0	63.9032E-9
104.800E+0	-138.000E+0	53.3963E-9	47.6600E+3	104.800E+0	64.1555E-9
104.850E+0	-138.000E+0	53.2769E-9	45.9400E+3	104.850E+0	64.0097E-9
104.900E+0	-138.000E+0	53.3411E-9	47.3300E+3	104.900E+0	64.0868E-9
104.950E+0	-138.000E+0	53.3528E-9	45.6167E+3	104.950E+0	64.0992E-9
105.000E+0	-138.000E+0	53.1622E-9	46.3133E+3	105.000E+0	63.8660E-9
105.050E+0	-138.000E+0	53.3319E-9	47.0167E+3	105.050E+0	64.0764E-9
105.100E+0	-138.000E+0	53.3203E-9	44.2200E+3	105.100E+0	64.0592E-9
105.150E+0	-138.000E+0	53.2624E-9	44.8100E+3	105.150E+0	63.9915E-9
105.200E+0	-138.000E+0	53.2210E-9	46.2633E+3	105.200E+0	63.9441E-9
105.250E+0	-138.000E+0	53.3509E-9	44.6233E+3	105.250E+0	64.0972E-9
105.300E+0	-138.000E+0	53.2672E-9	43.6133E+3	105.300E+0	63.9967E-9
105.350E+0	-138.000E+0	53.3425E-9	44.9667E+3	105.350E+0	64.0883E-9
105.400E+0	-138.000E+0	53.2262E-9	43.9100E+3	105.400E+0	63.9450E-9
105.450E+0	-138.000E+0	53.2232E-9	44.7067E+3	105.450E+0	63.9367E-9
105.500E+0	-138.000E+0	53.2517E-9	43.4833E+3	105.500E+0	63.9773E-9
105.550E+0	-138.000E+0	53.2758E-9	42.6433E+3	105.550E+0	64.0011E-9
105.600E+0	-138.000E+0	53.3825E-9	45.4433E+3	105.600E+0	64.1355E-9
105.650E+0	-138.000E+0	53.3715E-9	42.1700E+3	105.650E+0	64.1203E-9
105.700E+0	-138.000E+0	53.1598E-9	39.3967E+3	105.700E+0	63.8619E-9
105.750E+0	-138.000E+0	53.2062E-9	40.3800E+3	105.750E+0	63.9246E-9
105.800E+0	-138.000E+0	53.3415E-9	40.9633E+3	105.800E+0	64.0838E-9
105.850E+0	-138.000E+0	53.2811E-9	41.2433E+3	105.850E+0	64.0105E-9
105.900E+0	-138.000E+0	53.2759E-9	40.7967E+3	105.900E+0	64.0059E-9
105.950E+0	-138.000E+0	54.4200E-9	39.9800E+3	105.950E+0	65.3757E-9
106.000E+0	-138.000E+0	54.5182E-9	40.7800E+3	106.000E+0	65.5000E-9
106.050E+0	-138.000E+0	54.5067E-9	39.4267E+3	106.050E+0	65.4876E-9
106.100E+0	-138.000E+0	54.3346E-9	40.2533E+3	106.100E+0	65.2766E-9
106.150E+0	-138.000E+0	54.5654E-9	39.1233E+3	106.150E+0	65.5586E-9
106.200E+0	-138.000E+0	54.4880E-9	39.1500E+3	106.200E+0	65.4647E-9
106.250E+0	-138.000E+0	54.3817E-9	39.1867E+3	106.250E+0	65.3389E-9
106.300E+0	-138.000E+0	54.3684E-9	38.0367E+3	106.300E+0	65.3131E-9
106.350E+0	-138.000E+0	54.4636E-9	41.2867E+3	106.350E+0	65.4363E-9
106.400E+0	-138.000E+0	54.3538E-9	38.5700E+3	106.400E+0	65.2963E-9
106.450E+0	-138.000E+0	54.4891E-9	39.5333E+3	106.450E+0	65.4660E-9
106.500E+0	-138.000E+0	54.3364E-9	38.7233E+3	106.500E+0	65.2740E-9
106.550E+0	-138.000E+0	54.3035E-9	39.1400E+3	106.550E+0	65.2383E-9
106.600E+0	-138.000E+0	54.2822E-9	35.8500E+3	106.600E+0	65.2052E-9
106.650E+0	-138.000E+0	54.4092E-9	35.7833E+3	106.650E+0	65.3612E-9
106.700E+0	-138.000E+0	54.4627E-9	36.8867E+3	106.700E+0	65.4317E-9
106.750E+0	-138.000E+0	54.4116E-9	37.3367E+3	106.750E+0	65.3713E-9
106.800E+0	-138.000E+0	54.3782E-9	35.4733E+3	106.800E+0	65.3254E-9
106.850E+0	-138.000E+0	54.3791E-9	35.6867E+3	106.850E+0	65.3261E-9
106.900E+0	-138.000E+0	54.4694E-9	36.9833E+3	106.900E+0	65.4368E-9
106.950E+0	-138.000E+0	54.4582E-9	33.8500E+3	106.950E+0	65.4258E-9
107.000E+0	-138.000E+0	54.3787E-9	35.1267E+3	107.000E+0	65.3294E-9
107.050E+0	-138.000E+0	54.4734E-9	35.7500E+3	107.050E+0	65.4459E-9
107.100E+0	-138.000E+0	54.4614E-9	33.7167E+3	107.100E+0	65.4269E-9
107.150E+0	-138.000E+0	54.4198E-9	33.8133E+3	107.150E+0	65.3818E-9
107.200E+0	-138.000E+0	54.4368E-9	33.5000E+3	107.200E+0	65.3995E-9
107.250E+0	-138.000E+0	54.4108E-9	33.8700E+3	107.250E+0	65.3634E-9
107.300E+0	-138.000E+0	54.3760E-9	31.9567E+3	107.300E+0	65.3257E-9
107.350E+0	-138.000E+0	54.3734E-9	33.3333E+3	107.350E+0	65.3191E-9
107.400E+0	-138.000E+0	54.3501E-9	30.3933E+3	107.400E+0	65.2948E-9
107.450E+0	-138.000E+0	54.3839E-9	31.2433E+3	107.450E+0	65.3385E-9
107.500E+0	-138.000E+0	54.5586E-9	32.9133E+3	107.500E+0	65.5502E-9
107.550E+0	-138.000E+0	54.4509E-9	31.9000E+3	107.550E+0	65.4139E-9
107.600E+0	-138.000E+0	54.3491E-9	31.8867E+3	107.600E+0	65.2991E-9
107.650E+0	-138.000E+0	54.3633E-9	30.7067E+3	107.650E+0	65.3116E-9
107.700E+0	-138.000E+0	54.2869E-9	31.2133E+3	107.700E+0	65.2217E-9
107.750E+0	-138.000E+0	54.3355E-9	29.7067E+3	107.750E+0	65.2734E-9
107.800E+0	-138.000E+0	54.3508E-9	31.5967E+3	107.800E+0	65.3015E-9
107.850E+0	-138.000E+0	54.4197E-9	29.4067E+3	107.850E+0	65.3800E-9
107.900E+0	-138.000E+0	54.3675E-9	30.9733E+3	107.900E+0	65.3158E-9
107.950E+0	-138.000E+0	54.3638E-9	30.6267E+3	107.950E+0	65.3161E-9
108.000E+0	-138.000E+0	54.4093E-9	32.4133E+3	108.000E+0	65.3684E-9
108.050E+0	-138.000E+0	54.3907E-9	29.2800E+3	108.050E+0	65.3442E-9
108.100E+0	-138.000E+0	54.3788E-9	29.8200E+3	108.100E+0	65.3342E-9
108.150E+0	-138.000E+0	54.2716E-9	29.9833E+3	108.150E+0	65.2027E-9
108.200E+0	-138.000E+0	54.4015E-9	28.7833E+3	108.200E+0	65.3565E-9
108.250E+0	-138.000E+0	54.4701E-9	28.7200E+3	108.250E+0	65.4374E-9
108.300E+0	-138.000E+0	54.5247E-9	29.4100E+3	108.300E+0	65.5127E-9
108.350E+0	-138.000E+0	54.2638E-9	27.5233E+3	108.350E+0	65.1888E-9
108.400E+0	-138.000E+0	54.4847E-9	28.9567E+3	108.400E+0	65.4582E-9
108.450E+0	-138.000E+0	54.3322E-9	27.3433E+3	108.450E+0	65.2733E-9
108.500E+0	-138.000E+0	54.3678E-9	28.0867E+3	108.500E+0	65.3160E-9
108.550E+0	-138.000E+0	54.3972E-9	26.7667E+3	108.550E+0	65.3531E-9
108.600E+0	-138.000E+0	54.3640E-9	27.3833E+3	108.600E+0	65.3100E-9
108.650E+0	-138.000E+0	54.0653E-9	26.6167E+3	108.650E+0	64.9511E-9
108.700E+0	-138.000E+0	54.0363E-9	27.0233E+3	108.700E+0	64.9142E-9
108.750E+0	-138.000E+0	53.9743E-9	26.4433E+3	108.750E+0	64.8367E-9
108.800E+0	-138.000E+0	54.1470E-9	26.4900E+3	108.800E+0	65.0486E-9
108.850E+0	-138.000E+0	53.9978E-9	27.6367E+3	108.850E+0	64.8615E-9
108.900E+0	-138.000E+0	53.9632E-9	25.2733E+3	108.900E+0	64.8222E-9
108.950E+0	-138.000E+0	54.1298E-9	26.1767E+3	108.950E+0	65.0283E-9
109.000E+0	-138.000E+0	54.0036E-9	25.9700E+3	109.000E+0	64.8727E-9
109.050E+0	-138.000E+0	54.0415E-9	25.2867E+3	109.050E+0	64.9212E-9
109.100E+0	-138.000E+0	54.0202E-9	25.7767E+3	109.100E+0	64.8921E-9
109.150E+0	-138.000E+0	53.9015E-9	26.2000E+3	109.150E+0	64.7492E-9
109.200E+0	-138.000E+0	54.0260E-9	24.8667E+3	109.200E+0	64.9024E-9
109.250E+0	-138.000E+0	53.8899E-9	25.3367E+3	109.250E+0	64.7378E-9
109.300E+0	-138.000E+0	54.0081E-9	25.3933E+3	109.300E+0	64.8792E-9
109.350E+0	-138.000E+0	54.0064E-9	23.7433E+3	109.350E+0	64.8735E-9
109.400E+0	-138.000E+0	54.0169E-9	23.9033E+3	109.400E+0	64.8858E-9
109.450E+0	-138.000E+0	53.9598E-9	24.6000E+3	109.450E+0	64.8163E-9
109.500E+0	-138.000E+0	54.0061E-9	24.6033E+3	109.500E+0	64.8712E-9
109.550E+0	-138.000E+0	54.0324E-9	23.9967E+3	109.550E+0	64.9065E-9
109.600E+0	-138.000E+0	53.9685E-9	23.0033E+3	109.600E+0	64.8278E-9
109.650E+0	-138.000E+0	53.9596E-9	24.0133E+3	109.650E+0	64.8209E-9
109.700E+0	-138.000E+0	54.0720E-9	24.9033E+3	109.700E+0	64.9533E-9
109.750E+0	-138.000E+0	53.9458E-9	23.1567E+3	109.750E+0	64.8007E-9
109.800E+0	-138.000E+0	54.0216E-9	23.3400E+3	109.800E+0	64.8989E-9
109.850E+0	-138.000E+0	53.5453E-9	22.2067E+3	109.850E+0	64.3292E-9
109.900E+0	-138.000E+0	53.5841E-9	23.0733E+3	109.900E+0	64.3769E-9
109.950E+0	-138.000E+0	53.5996E-9	22.3233E+3	109.950E+0	64.3954E-9
110.000E+0	-138.000E+0	53.5388E-9	23.3300E+3	110.000E+0	64.3248E-9
110.050E+0	-138.000E+0	53.4478E-9	21.9000E+3	110.050E+0	64.2106E-9
110.100E+0	-138.000E+0	53.4552E-9	21.3933E+3	110.100E+0	64.2182E-9
110.150E+0	-138.000E+0	53.4723E-9	22.9100E+3	110.150E+0	64.2459E-9
110.200E+0	-138.000E+0	53.4420E-9	22.7733E+3	110.200E+0	64.2081E-9
110.250E+0	-138.000E+0	53.3474E-9	22.9500E+3	110.250E+0	64.0859E-9
110.300E+0	-138.000E+0	53.3649E-9	23.0900E+3	110.300E+0	64.1123E-9
110.350E+0	-138.000E+0	53.3532E-9	21.9567E+3	110.350E+0	64.0983E-9
110.400E+0	-138.000E+0	53.5299E-9	21.3733E+3	110.400E+0	64.3156E-9
110.450E+0	-138.000E+0	53.4104E-9	20.1967E+3	110.450E+0	64.1623E-9
110.500E+0	-138.000E+0	53.4504E-9	21.1267E+3	110.500E+0	64.2148E-9
110.550E+0	-138.000E+0	53.4280E-9	21.9533E+3	110.550E+0	64.1866E-9
110.600E+0	-138.000E+0	53.5198E-9	19.9800E+3	110.600E+0	64.2953E-9
110.650E+0	-138.000E+0	53.4545E-9	21.1500E+3	110.650E+0	64.2166E-9
110.700E+0	-138.000E+0	53.5768E-9	19.9867E+3	110.700E+0	64.3658E-9
110.750E+0	-138.000E+0	53.4456E-9	20.1900E+3	110.750E+0	64.2076E-9
110.800E+0	-138.000E+0	53.5193E-9	21.0300E+3	110.800E+0	64.2921E-9
110.850E+0	-138.000E+0	53.4846E-9	21.6100E+3	110.850E+0	64.2510E-9
110.900E+0	-138.000E+0	53.4500E-9	20.7200E+3	110.900E+0	64.2123E-9
110.950E+0	-138.000E+0	53.3940E-9	20.8500E+3	110.950E+0	64.1445E-9
111.000E+0	-138.000E+0	53.4406E-9	20.7400E+3	111.000E+0	64.1979E-9
111.050E+0	-138.000E+0	53.5573E-9	18.6367E+3	111.050E+0	64.3440E-9
111.100E+0	-138.000E+0	53.4088E-9	19.6767E+3	111.100E+0	64.1594E-9
111.150E+0	-138.000E+0	53.4125E-9	19.3367E+3	111.150E+0	64.1666E-9
111.200E+0	-138.000E+0	53.5026E-9	20.5233E+3	111.200E+0	64.2727E-9
111.250E+0	-138.000E+0	53.4552E-9	19.1700E+3	111.250E+0	64.2166E-9
111.300E+0	-138.000E+0	53.4271E-9	17.7167E+3	111.300E+0	64.1846E-9
111.350E+0	-138.000E+0	53.4005E-9	19.6267E+3	111.350E+0	64.1520E-9
111.400E+0	-138.000E+0	53.4719E-9	18.9833E+3	111.400E+0	64.2394E-9
111.450E+0	-138.000E+0	53.4741E-9	17.9400E+3	111.450E+0	64.2385E-9
111.500E+0	-138.000E+0	53.5811E-9	19.6933E+3	111.500E+0	64.3750E-9
111.550E+0	-138.000E+0	53.4899E-9	19.8533E+3	111.550E+0	64.2619E-9
111.600E+0	-138.000E+0	53.4831E-9	19.8400E+3	111.600E+0	64.2529E-9
111.650E+0	-138.000E+0	53.4675E-9	18.6800E+3	111.650E+0	64.2352E-9
111.700E+0	-138.000E+0	53.5202E-9	19.2267E+3	111.700E+0	64.3010E-9
111.750E+0	-138.000E+0	53.5021E-9	18.4767E+3	111.750E+0	64.2759E-9
111.800E+0	-138.000E+0	53.4983E-9	18.6800E+3	111.800E+0	64.2660E-9
111.850E+0	-138.000E+0	53.4083E-9	17.6933E+3	111.850E+0	64.1628E-9
111.900E+0	-138.000E+0	53.3422E-9	18.4100E+3	111.900E+0	64.0863E-9
111.950E+0	-138.000E+0	53.2245E-9	18.2067E+3	111.950E+0	63.9413E-9
112.000E+0	-138.000E+0	53.2113E-9	17.8600E+3	112.000E+0	63.9241E-9
112.050E+0	-138.000E+0	53.1989E-9	18.6033E+3	112.050E+0	63.9102E-9
112.100E+0	-138.000E+0	53.2678E-9	17.9533E+3	112.100E+0	63.9952E-9
112.150E+0	-138.000E+0	53.3100E-9	19.0067E+3	112.150E+0	64.0478E-9
112.200E+0	-138.000E+0	53.2393E-9	18.0700E+3	112.200E+0	63.9609E-9
112.250E+0	-138.000E+0	53.2904E-9	18.9767E+3	112.250E+0	64.0272E-9
112.300E+0	-138.000E+0	53.1881E-9	18.0600E+3	112.300E+0	63.9041E-9
112.350E+0	-138.000E+0	53.2302E-9	17.3367E+3	112.350E+0	63.9550E-9
112.400E+0	-138.000E+0	53.2728E-9	18.2700E+3	112.400E+0	64.0086E-9
112.450E+0	-138.000E+0	53.2147E-9	17.9967E+3	112.450E+0	63.9355E-9
112.500E+0	-138.000E+0	53.1660E-9	17.6200E+3	112.500E+0	63.8750E-9
112.550E+0	-138.000E+0	53.1890E-9	19.3967E+3	112.550E+0	63.9016E-9
112.600E+0	-138.000E+0	53.1732E-9	19.3000E+3	112.600E+0	63.8837E-9
112.650E+0	-138.000E+0	53.2003E-9	18.7033E+3	112.650E+0	63.9154E-9
112.700E+0	-138.000E+0	53.1684E-9	16.5900E+3	112.700E+0	63.8819E-9
112.750E+0	-138.000E+0	53.1596E-9	17.9467E+3	112.750E+0	63.8675E-9
112.800E+0	-138.000E+0	53.2993E-9	18.4533E+3	112.800E+0	64.0382E-9
112.850E+0	-138.000E+0	53.2488E-9	18.5000E+3	112.850E+0	63.9737E-9
112.900E+0	-138.000E+0	53.2432E-9	18.7733E+3	112.900E+0	63.9701E-9
112.950E+0	-138.000E+0	53.1901E-9	17.1567E+3	112.950E+0	63.9024E-9
113.000E+0	-138.000E+0	53.1473E-9	17.5833E+3	113.000E+0	63.8479E-9
113.050E+0	-138.000E+0	53.2508E-9	16.6800E+3	113.050E+0	63.9782E-9
113.100E+0	-138.000E+0	52.7545E-9	17.3567E+3	113.100E+0	63.3742E-9
113.150E+0	-138.000E+0	52.8150E-9	17.4933E+3	113.150E+0	63.4478E-9
113.200E+0	-138.000E+0	52.8207E-9	17.9367E+3	113.200E+0	63.4518E-9
113.250E+0	-138.000E+0	52.8294E-9	18.7033E+3	113.250E+0	63.4666E-9
113.300E+0	-138.000E+0	52.8340E-9	17.0267E+3	113.300E+0	63.4721E-9
113.350E+0	-138.000E+0	52.7706E-9	17.0933E+3	113.350E+0	63.3950E-9
113.400E+0	-138.000E+0	52.7221E-9	16.5300E+3	113.400E+0	63.3323E-9
113.450E+0	-138.000E+0	53.0435E-9	16.0567E+3	113.450E+0	63.7243E-9
113.500E+0	-138.000E+0	53.2279E-9	16.7600E+3	113.500E+0	63.9513E-9
113.550E+0	-138.000E+0	53.1826E-9	18.6333E+3	113.550E+0	63.8985E-9
113.600E+0	-138.000E+0	53.1856E-9	16.7300E+3	113.600E+0	63.8961E-9
113.650E+0	-138.000E+0	53.2251E-9	17.6467E+3	113.650E+0	63.9468E-9
113.700E+0	-138.000E+0	53.2470E-9	17.6267E+3	113.700E+0	63.9738E-9
113.750E+0	-138.000E+0	53.1894E-9	16.2433E+3	113.750E+0	63.9026E-9
113.800E+0	-138.000E+0	53.1858E-9	16.9067E+3	113.800E+0	63.8994E-9
113.850E+0	-138.000E+0	53.2490E-9	16.8367E+3	113.850E+0	63.9755E-9
113.900E+0	-138.000E+0	53.1530E-9	17.8067E+3	113.900E+0	63.8562E-9
113.950E+0	-138.000E+0	53.1953E-9	16.1533E+3	113.950E+0	63.9159E-9
114.000E+0	-138.000E+0	53.2838E-9	17.7900E+3	114.000E+0	64.0186E-9
114.050E+0	-138.000E+0	53.1886E-9	17.5933E+3	114.050E+0	63.9021E-9
114.100E+0	-138.000E+0	53.1696E-9	17.0233E+3	114.100E+0	63.8789E-9
114.150E+0	-138.000E+0	53.2032E-9	16.1933E+3	114.150E+0	63.9188E-9
114.200E+0	-138.000E+0	53.2265E-9	16.2433E+3	114.200E+0	63.9491E-9
114.250E+0	-138.000E+0	53.1303E-9	16.4933E+3	114.250E+0	63.8266E-9
114.300E+0	-138.000E+0	53.1250E-9	16.4800E+3	114.300E+0	63.8233E-9
114.350E+0	-138.000E+0	53.2181E-9	17.6467E+3	114.350E+0	63.9349E-9
114.400E+0	-138.000E+0	53.1159E-9	16.2833E+3	114.400E+0	63.8079E-9
114.450E+0	-138.000E+0	53.1355E-9	16.3167E+3	114.450E+0	63.8365E-9
114.500E+0	-138.000E+0	53.1794E-9	16.2600E+3	114.500E+0	63.8924E-9
114.550E+0	-138.000E+0	53.1259E-9	15.9233E+3	114.550E+0	63.8186E-9
114.600E+0	-138.000E+0	53.1598E-9	17.3200E+3	114.600E+0	63.8621E-9
114.650E+0	-138.000E+0	53.1548E-9	18.4933E+3	114.650E+0	63.8550E-9
114.700E+0	-138.000E+0	53.2086E-9	17.1567E+3	114.700E+0	63.9217E-9
114.750E+0	-138.000E+0	53.2000E-9	17.0967E+3	114.750E+0	63.9159E-9
