Experiment	Sweep	
Date	30.08.2022 14:26:10	
User		
X (m)	0.000000E+0	
Y (m)	0.000000E+0	
Comment01	Vtip=135, BWD, XYZ default	

[DATA]
BB Back Bias (V)	Timestamp (ms)	Bias (V)	Current (A)	BBX (Hz)	BB Back Bias (V)	Tip Current (A)
110.400E+0	6.82972E+6	-135.000E+0	9.10408E-9	4.70500E+3	110.400E+0	9.83043E-9
110.300E+0	6.83012E+6	-135.000E+0	8.93553E-9	4.79000E+3	110.300E+0	9.64868E-9
110.200E+0	6.83051E+6	-135.000E+0	8.53623E-9	4.97000E+3	110.200E+0	9.21851E-9
110.100E+0	6.83091E+6	-135.000E+0	9.06966E-9	4.26000E+3	110.100E+0	9.79284E-9
110.000E+0	6.83131E+6	-135.000E+0	8.53217E-9	3.73500E+3	110.000E+0	9.21350E-9
109.900E+0	6.83172E+6	-135.000E+0	8.39636E-9	4.61000E+3	109.900E+0	9.06767E-9
109.800E+0	6.83213E+6	-135.000E+0	8.38997E-9	4.36000E+3	109.800E+0	9.06426E-9
109.700E+0	6.83249E+6	-135.000E+0	9.83181E-9	5.11500E+3	109.700E+0	10.6143E-9
109.600E+0	6.83291E+6	-135.000E+0	8.41200E-9	4.73500E+3	109.600E+0	9.09133E-9
109.500E+0	6.83330E+6	-135.000E+0	9.08875E-9	4.51000E+3	109.500E+0	9.81440E-9
109.400E+0	6.83373E+6	-135.000E+0	8.84763E-9	4.38000E+3	109.400E+0	9.55386E-9
109.300E+0	6.83413E+6	-135.000E+0	9.13973E-9	5.12500E+3	109.300E+0	9.87097E-9
109.200E+0	6.83452E+6	-135.000E+0	8.57154E-9	3.71000E+3	109.200E+0	9.25705E-9
109.100E+0	6.83490E+6	-135.000E+0	8.50024E-9	4.19500E+3	109.100E+0	9.18240E-9
109.000E+0	6.83531E+6	-135.000E+0	8.43549E-9	3.74000E+3	109.000E+0	9.11189E-9
108.900E+0	6.83572E+6	-135.000E+0	7.98541E-9	3.92000E+3	108.900E+0	8.63219E-9
108.800E+0	6.83611E+6	-135.000E+0	8.68054E-9	3.52500E+3	108.800E+0	9.37499E-9
108.700E+0	6.83653E+6	-135.000E+0	8.84916E-9	3.56000E+3	108.700E+0	9.55583E-9
108.600E+0	6.83694E+6	-135.000E+0	8.37234E-9	3.82000E+3	108.600E+0	9.04249E-9
108.500E+0	6.83732E+6	-135.000E+0	8.44863E-9	3.78000E+3	108.500E+0	9.12667E-9
108.400E+0	6.83771E+6	-135.000E+0	9.10543E-9	4.17000E+3	108.400E+0	9.83068E-9
108.300E+0	6.83815E+6	-135.000E+0	8.73738E-9	4.15000E+3	108.300E+0	9.43572E-9
108.200E+0	6.83855E+6	-135.000E+0	8.60546E-9	4.01500E+3	108.200E+0	9.29518E-9
108.100E+0	6.83893E+6	-135.000E+0	8.44475E-9	4.12000E+3	108.100E+0	9.12168E-9
108.000E+0	6.83931E+6	-135.000E+0	8.49004E-9	4.65500E+3	108.000E+0	9.17267E-9
107.900E+0	6.83970E+6	-135.000E+0	8.49060E-9	2.95500E+3	107.900E+0	9.17151E-9
107.800E+0	6.84011E+6	-135.000E+0	8.46366E-9	3.76000E+3	107.800E+0	9.14184E-9
107.700E+0	6.84051E+6	-135.000E+0	8.17545E-9	3.45500E+3	107.700E+0	8.83846E-9
107.600E+0	6.84094E+6	-135.000E+0	8.53075E-9	4.24000E+3	107.600E+0	9.21606E-9
107.500E+0	6.84131E+6	-135.000E+0	8.65520E-9	4.20500E+3	107.500E+0	9.34602E-9
107.400E+0	6.84171E+6	-135.000E+0	8.43470E-9	3.87500E+3	107.400E+0	9.11252E-9
107.300E+0	6.84213E+6	-135.000E+0	8.32467E-9	4.00000E+3	107.300E+0	8.99644E-9
107.200E+0	6.84252E+6	-135.000E+0	8.29715E-9	4.32500E+3	107.200E+0	8.96549E-9
107.100E+0	6.84294E+6	-135.000E+0	8.70008E-9	4.04500E+3	107.100E+0	9.39822E-9
107.000E+0	6.84333E+6	-135.000E+0	8.35617E-9	3.48500E+3	107.000E+0	9.02787E-9
106.900E+0	6.84373E+6	-135.000E+0	8.91142E-9	3.51500E+3	106.900E+0	9.62403E-9
106.800E+0	6.84412E+6	-135.000E+0	8.41794E-9	3.60500E+3	106.800E+0	9.09386E-9
106.700E+0	6.84453E+6	-135.000E+0	8.65502E-9	4.07000E+3	106.700E+0	9.34778E-9
106.600E+0	6.84491E+6	-135.000E+0	8.84491E-9	4.53500E+3	106.600E+0	9.55151E-9
106.500E+0	6.84531E+6	-135.000E+0	8.79650E-9	4.18000E+3	106.500E+0	9.49977E-9
106.400E+0	6.84572E+6	-135.000E+0	8.55490E-9	4.02500E+3	106.400E+0	9.24086E-9
106.300E+0	6.84615E+6	-135.000E+0	8.83946E-9	4.07500E+3	106.300E+0	9.54539E-9
106.200E+0	6.84652E+6	-135.000E+0	8.46880E-9	3.82500E+3	106.200E+0	9.14837E-9
106.100E+0	6.84693E+6	-135.000E+0	8.61604E-9	4.77000E+3	106.100E+0	9.30702E-9
106.000E+0	6.84732E+6	-135.000E+0	9.27304E-9	4.78500E+3	106.000E+0	10.0158E-9
105.900E+0	6.84774E+6	-135.000E+0	8.32411E-9	3.91500E+3	105.900E+0	8.99512E-9
105.800E+0	6.84812E+6	-135.000E+0	8.76326E-9	4.37500E+3	105.800E+0	9.46435E-9
105.700E+0	6.84851E+6	-135.000E+0	9.27669E-9	4.32000E+3	105.700E+0	10.0195E-9
105.600E+0	6.84893E+6	-135.000E+0	8.73952E-9	3.44000E+3	105.600E+0	9.43971E-9
105.500E+0	6.84933E+6	-135.000E+0	8.57531E-9	4.44000E+3	105.500E+0	9.26232E-9
105.400E+0	6.84973E+6	-135.000E+0	8.66198E-9	4.17500E+3	105.400E+0	9.35695E-9
105.300E+0	6.85011E+6	-135.000E+0	8.51937E-9	3.80500E+3	105.300E+0	9.20394E-9
105.200E+0	6.85052E+6	-135.000E+0	8.73966E-9	3.90000E+3	105.200E+0	9.43984E-9
105.100E+0	6.85096E+6	-135.000E+0	8.53645E-9	3.76000E+3	105.100E+0	9.22305E-9
105.000E+0	6.85133E+6	-135.000E+0	9.17333E-9	3.72500E+3	105.000E+0	9.90116E-9
104.900E+0	6.85174E+6	-135.000E+0	9.00401E-9	3.92000E+3	104.900E+0	9.72167E-9
104.800E+0	6.85213E+6	-135.000E+0	9.42474E-9	5.30000E+3	104.800E+0	10.1809E-9
104.700E+0	6.85254E+6	-135.000E+0	9.65371E-9	4.37000E+3	104.700E+0	10.4253E-9
104.600E+0	6.85293E+6	-135.000E+0	8.95959E-9	3.62000E+3	104.600E+0	9.68051E-9
104.500E+0	6.85334E+6	-135.000E+0	8.28986E-9	3.18000E+3	104.500E+0	8.95457E-9
104.400E+0	6.85375E+6	-135.000E+0	8.94851E-9	4.04000E+3	104.400E+0	9.66363E-9
104.300E+0	6.85413E+6	-135.000E+0	8.39208E-9	3.80000E+3	104.300E+0	9.06750E-9
104.200E+0	6.85453E+6	-135.000E+0	8.94311E-9	3.69500E+3	104.200E+0	9.65620E-9
104.100E+0	6.85494E+6	-135.000E+0	8.76396E-9	3.90500E+3	104.100E+0	9.46686E-9
104.000E+0	6.85532E+6	-135.000E+0	8.60171E-9	3.84000E+3	104.000E+0	9.28980E-9
103.900E+0	6.85574E+6	-135.000E+0	9.31634E-9	4.05500E+3	103.900E+0	10.0588E-9
103.800E+0	6.85614E+6	-135.000E+0	10.0113E-9	4.38500E+3	103.800E+0	10.8093E-9
103.700E+0	6.85657E+6	-135.000E+0	8.93800E-9	3.98500E+3	103.700E+0	9.65393E-9
103.600E+0	6.85693E+6	-135.000E+0	9.03319E-9	3.31000E+3	103.600E+0	9.75589E-9
103.500E+0	6.85736E+6	-135.000E+0	9.18435E-9	4.32500E+3	103.500E+0	9.91783E-9
103.400E+0	6.85773E+6	-135.000E+0	8.82432E-9	3.32500E+3	103.400E+0	9.53065E-9
103.300E+0	6.85814E+6	-135.000E+0	9.26558E-9	4.12500E+3	103.300E+0	10.0034E-9
103.200E+0	6.85853E+6	-135.000E+0	8.46199E-9	3.90000E+3	103.200E+0	9.14035E-9
103.100E+0	6.85895E+6	-135.000E+0	8.47334E-9	4.17000E+3	103.100E+0	9.15262E-9
103.000E+0	6.85933E+6	-135.000E+0	8.69143E-9	3.56500E+3	103.000E+0	9.38888E-9
102.900E+0	6.85974E+6	-135.000E+0	8.53187E-9	4.01000E+3	102.900E+0	9.21397E-9
102.800E+0	6.86016E+6	-135.000E+0	8.78472E-9	4.20500E+3	102.800E+0	9.48765E-9
102.700E+0	6.86055E+6	-135.000E+0	8.58361E-9	3.93000E+3	102.700E+0	9.27134E-9
102.600E+0	6.86093E+6	-135.000E+0	8.31533E-9	3.40500E+3	102.600E+0	8.98289E-9
102.500E+0	6.86132E+6	-135.000E+0	8.30191E-9	3.14500E+3	102.500E+0	8.96911E-9
102.400E+0	6.86175E+6	-135.000E+0	9.19441E-9	3.59500E+3	102.400E+0	9.92811E-9
102.300E+0	6.86215E+6	-135.000E+0	8.59357E-9	4.35000E+3	102.300E+0	9.28113E-9
102.200E+0	6.86253E+6	-135.000E+0	8.45096E-9	3.58500E+3	102.200E+0	9.13052E-9
102.100E+0	6.86295E+6	-135.000E+0	8.66006E-9	4.07000E+3	102.100E+0	9.35375E-9
102.000E+0	6.86333E+6	-135.000E+0	8.83257E-9	4.36000E+3	102.000E+0	9.54138E-9
101.900E+0	6.86372E+6	-135.000E+0	9.02863E-9	3.60500E+3	101.900E+0	9.75509E-9
101.800E+0	6.86414E+6	-135.000E+0	9.99979E-9	4.07000E+3	101.800E+0	10.7955E-9
101.700E+0	6.86452E+6	-135.000E+0	9.18922E-9	4.97000E+3	101.700E+0	9.91803E-9
101.600E+0	6.86495E+6	-135.000E+0	8.92188E-9	3.70500E+3	101.600E+0	9.62978E-9
101.500E+0	6.86535E+6	-135.000E+0	8.18270E-9	4.38000E+3	101.500E+0	8.84205E-9
101.400E+0	6.86573E+6	-135.000E+0	9.38561E-9	4.86500E+3	101.400E+0	10.1303E-9
101.300E+0	6.86614E+6	-135.000E+0	8.70946E-9	3.44000E+3	101.300E+0	9.40385E-9
101.200E+0	6.86656E+6	-135.000E+0	8.59820E-9	3.99000E+3	101.200E+0	9.28497E-9
101.100E+0	6.86695E+6	-135.000E+0	9.13586E-9	4.61500E+3	101.100E+0	9.86166E-9
101.000E+0	6.86734E+6	-135.000E+0	8.50770E-9	3.77500E+3	101.000E+0	9.19146E-9
100.900E+0	6.86774E+6	-135.000E+0	9.80144E-9	4.18500E+3	100.900E+0	10.5817E-9
100.800E+0	6.86814E+6	-135.000E+0	8.38294E-9	4.07000E+3	100.800E+0	9.05317E-9
100.700E+0	6.86855E+6	-135.000E+0	9.13909E-9	4.96000E+3	100.700E+0	9.87427E-9
100.600E+0	6.86894E+6	-135.000E+0	9.57913E-9	4.38500E+3	100.600E+0	10.3408E-9
100.500E+0	6.86936E+6	-135.000E+0	9.54380E-9	4.36000E+3	100.500E+0	10.3019E-9
100.400E+0	6.86974E+6	-135.000E+0	8.53134E-9	3.77500E+3	100.400E+0	9.21425E-9
100.300E+0	6.87015E+6	-135.000E+0	9.66156E-9	4.54000E+3	100.300E+0	10.4290E-9
100.200E+0	6.87055E+6	-135.000E+0	8.47645E-9	3.96000E+3	100.200E+0	9.15881E-9
100.100E+0	6.87096E+6	-135.000E+0	9.51312E-9	4.16000E+3	100.100E+0	10.2705E-9
100.000E+0	6.87134E+6	-135.000E+0	9.29540E-9	4.00000E+3	100.000E+0	10.0387E-9
99.9000E+0	6.87174E+6	-135.000E+0	8.22283E-9	3.90500E+3	99.9000E+0	8.88911E-9
99.8000E+0	6.87214E+6	-135.000E+0	8.64553E-9	4.36000E+3	99.8000E+0	9.33204E-9
99.7000E+0	6.87257E+6	-135.000E+0	8.88900E-9	4.20500E+3	99.7000E+0	9.59477E-9
99.6000E+0	6.87297E+6	-135.000E+0	9.01981E-9	4.43500E+3	99.6000E+0	9.73403E-9
99.5000E+0	6.87335E+6	-135.000E+0	8.60224E-9	4.52000E+3	99.5000E+0	9.28887E-9
99.4000E+0	6.87374E+6	-135.000E+0	8.91881E-9	3.87000E+3	99.4000E+0	9.62794E-9
99.3000E+0	6.87414E+6	-135.000E+0	8.77632E-9	4.21500E+3	99.3000E+0	9.47649E-9
99.2000E+0	6.87455E+6	-135.000E+0	9.16016E-9	3.97500E+3	99.2000E+0	9.88538E-9
99.1000E+0	6.87496E+6	-135.000E+0	8.33221E-9	4.14000E+3	99.1000E+0	9.00179E-9
99.0000E+0	6.87534E+6	-135.000E+0	8.28652E-9	4.61500E+3	99.0000E+0	8.95481E-9
98.9000E+0	6.87576E+6	-135.000E+0	8.88614E-9	4.02000E+3	98.9000E+0	9.59715E-9
98.8000E+0	6.87614E+6	-135.000E+0	8.58822E-9	3.90000E+3	98.8000E+0	9.27587E-9
98.7000E+0	6.87655E+6	-135.000E+0	9.05249E-9	4.56000E+3	98.7000E+0	9.77157E-9
98.6000E+0	6.87696E+6	-135.000E+0	8.66049E-9	4.42000E+3	98.6000E+0	9.35324E-9
98.5000E+0	6.87736E+6	-135.000E+0	8.59445E-9	4.24500E+3	98.5000E+0	9.28168E-9
98.4000E+0	6.87774E+6	-135.000E+0	8.50721E-9	4.04500E+3	98.4000E+0	9.18875E-9
98.3000E+0	6.87814E+6	-135.000E+0	8.18162E-9	4.27000E+3	98.3000E+0	8.84251E-9
98.2000E+0	6.87855E+6	-135.000E+0	8.97856E-9	4.83500E+3	98.2000E+0	9.69617E-9
98.1000E+0	6.87896E+6	-135.000E+0	9.46079E-9	4.46500E+3	98.1000E+0	10.2140E-9
98.0000E+0	6.87936E+6	-135.000E+0	8.78143E-9	4.37000E+3	98.0000E+0	9.48404E-9
97.9000E+0	6.87976E+6	-135.000E+0	8.85829E-9	4.12000E+3	97.9000E+0	9.56587E-9
97.8000E+0	6.88017E+6	-135.000E+0	8.74096E-9	4.40500E+3	97.8000E+0	9.44341E-9
97.7000E+0	6.88058E+6	-135.000E+0	8.61631E-9	4.70500E+3	97.7000E+0	9.30616E-9
97.6000E+0	6.88096E+6	-135.000E+0	8.45419E-9	4.21000E+3	97.6000E+0	9.13309E-9
97.5000E+0	6.88138E+6	-135.000E+0	8.72780E-9	4.77000E+3	97.5000E+0	9.42759E-9
97.4000E+0	6.88174E+6	-135.000E+0	8.52004E-9	4.69500E+3	97.4000E+0	9.20504E-9
97.3000E+0	6.88216E+6	-135.000E+0	8.52653E-9	4.32000E+3	97.3000E+0	9.21098E-9
97.2000E+0	6.88255E+6	-135.000E+0	9.28485E-9	4.50500E+3	97.2000E+0	10.0262E-9
97.1000E+0	6.88293E+6	-135.000E+0	8.63748E-9	3.89000E+3	97.1000E+0	9.32885E-9
97.0000E+0	6.88335E+6	-135.000E+0	8.47414E-9	4.36500E+3	97.0000E+0	9.15556E-9
96.9000E+0	6.88376E+6	-135.000E+0	8.15312E-9	4.21000E+3	96.9000E+0	8.81262E-9
96.8000E+0	6.88415E+6	-135.000E+0	9.45879E-9	4.44500E+3	96.8000E+0	10.2139E-9
96.7000E+0	6.88456E+6	-135.000E+0	9.27344E-9	4.39500E+3	96.7000E+0	10.0133E-9
96.6000E+0	6.88495E+6	-135.000E+0	9.30765E-9	5.16500E+3	96.6000E+0	10.0539E-9
96.5000E+0	6.88537E+6	-135.000E+0	9.69656E-9	5.01000E+3	96.5000E+0	10.4707E-9
96.4000E+0	6.88576E+6	-135.000E+0	9.30933E-9	4.13500E+3	96.4000E+0	10.0560E-9
96.3000E+0	6.88613E+6	-135.000E+0	8.51461E-9	4.36500E+3	96.3000E+0	9.19634E-9
96.2000E+0	6.88656E+6	-135.000E+0	8.83422E-9	3.78500E+3	96.2000E+0	9.53997E-9
96.1000E+0	6.88698E+6	-135.000E+0	8.72333E-9	3.47000E+3	96.1000E+0	9.42403E-9
96.0000E+0	6.88735E+6	-135.000E+0	8.40777E-9	4.66500E+3	96.0000E+0	9.08186E-9
95.9000E+0	6.88774E+6	-135.000E+0	8.76572E-9	4.63500E+3	95.9000E+0	9.46584E-9
95.8000E+0	6.88815E+6	-135.000E+0	8.87931E-9	3.98500E+3	95.8000E+0	9.58770E-9
95.7000E+0	6.88856E+6	-135.000E+0	8.62454E-9	4.44000E+3	95.7000E+0	9.31372E-9
95.6000E+0	6.88895E+6	-135.000E+0	8.60127E-9	4.95500E+3	95.6000E+0	9.28947E-9
95.5000E+0	6.88936E+6	-135.000E+0	9.03762E-9	5.15500E+3	95.5000E+0	9.75698E-9
95.4000E+0	6.88975E+6	-135.000E+0	8.09363E-9	4.27000E+3	95.4000E+0	8.74630E-9
95.3000E+0	6.89017E+6	-135.000E+0	8.28857E-9	4.18500E+3	95.3000E+0	8.95573E-9
95.2000E+0	6.89057E+6	-135.000E+0	8.65721E-9	4.65000E+3	95.2000E+0	9.34898E-9
95.1000E+0	6.89095E+6	-135.000E+0	8.42083E-9	4.29000E+3	95.1000E+0	9.09688E-9
95.0000E+0	6.89136E+6	-135.000E+0	8.42814E-9	3.64500E+3	95.0000E+0	9.10477E-9
94.9000E+0	6.89174E+6	-135.000E+0	8.74844E-9	4.05000E+3	94.9000E+0	9.44743E-9
94.8000E+0	6.89215E+6	-135.000E+0	9.07645E-9	4.08500E+3	94.8000E+0	9.80297E-9
94.7000E+0	6.89257E+6	-135.000E+0	8.48625E-9	3.71500E+3	94.7000E+0	9.16662E-9
94.6000E+0	6.89295E+6	-135.000E+0	8.94182E-9	4.04000E+3	94.6000E+0	9.65504E-9
94.5000E+0	6.89337E+6	-135.000E+0	8.80194E-9	4.63500E+3	94.5000E+0	9.50436E-9
94.4000E+0	6.89375E+6	-135.000E+0	8.55039E-9	3.69000E+3	94.4000E+0	9.23539E-9
94.3000E+0	6.89417E+6	-135.000E+0	8.65669E-9	3.89500E+3	94.3000E+0	9.34977E-9
94.2000E+0	6.89457E+6	-135.000E+0	8.53558E-9	2.88500E+3	94.2000E+0	9.22012E-9
94.1000E+0	6.89497E+6	-135.000E+0	8.42765E-9	4.14500E+3	94.1000E+0	9.10459E-9
94.0000E+0	6.89537E+6	-135.000E+0	8.71854E-9	3.37500E+3	94.0000E+0	9.41566E-9
93.9000E+0	6.89579E+6	-135.000E+0	8.56266E-9	3.45000E+3	93.9000E+0	9.25056E-9
93.8000E+0	6.89615E+6	-135.000E+0	8.89773E-9	3.40500E+3	93.8000E+0	9.61393E-9
93.7000E+0	6.89657E+6	-135.000E+0	9.19786E-9	2.91500E+3	93.7000E+0	9.93524E-9
93.6000E+0	6.89695E+6	-135.000E+0	9.25115E-9	3.13500E+3	93.6000E+0	9.99493E-9
93.5000E+0	6.89737E+6	-135.000E+0	8.77476E-9	2.96500E+3	93.5000E+0	9.47585E-9
93.4000E+0	6.89776E+6	-135.000E+0	8.42590E-9	3.25000E+3	93.4000E+0	9.10167E-9
93.3000E+0	6.89814E+6	-135.000E+0	8.00638E-9	2.77000E+3	93.3000E+0	8.65381E-9
93.2000E+0	6.89856E+6	-135.000E+0	8.25515E-9	3.37000E+3	93.2000E+0	8.92125E-9
93.1000E+0	6.89897E+6	-135.000E+0	8.48979E-9	2.72500E+3	93.1000E+0	9.16940E-9
93.0000E+0	6.89936E+6	-135.000E+0	8.45419E-9	2.80000E+3	93.0000E+0	9.13143E-9
92.9000E+0	6.89977E+6	-135.000E+0	8.71778E-9	3.09500E+3	92.9000E+0	9.41561E-9
92.8000E+0	6.90016E+6	-135.000E+0	8.64630E-9	2.75500E+3	92.8000E+0	9.33795E-9
92.7000E+0	6.90057E+6	-135.000E+0	8.55949E-9	3.36500E+3	92.7000E+0	9.24462E-9
92.6000E+0	6.90096E+6	-135.000E+0	8.54054E-9	2.48500E+3	92.6000E+0	9.22369E-9
92.5000E+0	6.90137E+6	-135.000E+0	8.81690E-9	3.07000E+3	92.5000E+0	9.52198E-9
92.4000E+0	6.90178E+6	-135.000E+0	8.51708E-9	3.22500E+3	92.4000E+0	9.19971E-9
92.3000E+0	6.90215E+6	-135.000E+0	8.71153E-9	2.92000E+3	92.3000E+0	9.40827E-9
92.2000E+0	6.90256E+6	-135.000E+0	8.58875E-9	3.08000E+3	92.2000E+0	9.27708E-9
92.1000E+0	6.90299E+6	-135.000E+0	8.71155E-9	3.20000E+3	92.1000E+0	9.41192E-9
92.0000E+0	6.90336E+6	-135.000E+0	8.74892E-9	3.28500E+3	92.0000E+0	9.44652E-9
91.9000E+0	6.90377E+6	-135.000E+0	8.56858E-9	2.50000E+3	91.9000E+0	9.25399E-9
91.8000E+0	6.90418E+6	-135.000E+0	8.72954E-9	2.53500E+3	91.8000E+0	9.43244E-9
91.7000E+0	6.90458E+6	-135.000E+0	8.65253E-9	3.10000E+3	91.7000E+0	9.34656E-9
91.6000E+0	6.90497E+6	-135.000E+0	8.62423E-9	2.91000E+3	91.6000E+0	9.31567E-9
91.5000E+0	6.90538E+6	-135.000E+0	8.13804E-9	2.01500E+3	91.5000E+0	8.79423E-9
91.4000E+0	6.90576E+6	-135.000E+0	8.35928E-9	2.40500E+3	91.4000E+0	9.03118E-9
91.3000E+0	6.90621E+6	-135.000E+0	9.24468E-9	2.20000E+3	91.3000E+0	9.98410E-9
91.2000E+0	6.90657E+6	-135.000E+0	8.75481E-9	2.87500E+3	91.2000E+0	9.45531E-9
91.1000E+0	6.90695E+6	-135.000E+0	9.58919E-9	2.77000E+3	91.1000E+0	10.3549E-9
91.0000E+0	6.90737E+6	-135.000E+0	8.90184E-9	2.66500E+3	91.0000E+0	9.61163E-9
90.9000E+0	6.90778E+6	-135.000E+0	8.73899E-9	2.84000E+3	90.9000E+0	9.43729E-9
90.8000E+0	6.90817E+6	-135.000E+0	8.81630E-9	2.03500E+3	90.8000E+0	9.51972E-9
90.7000E+0	6.90859E+6	-135.000E+0	8.63097E-9	2.32000E+3	90.7000E+0	9.32280E-9
90.6000E+0	6.90896E+6	-135.000E+0	8.76295E-9	2.25500E+3	90.6000E+0	9.46420E-9
90.5000E+0	6.90937E+6	-135.000E+0	8.76257E-9	1.94500E+3	90.5000E+0	9.46260E-9
90.4000E+0	6.90976E+6	-135.000E+0	8.36547E-9	1.78000E+3	90.4000E+0	9.03948E-9
90.3000E+0	6.91018E+6	-135.000E+0	8.99003E-9	2.26500E+3	90.3000E+0	9.70807E-9
90.2000E+0	6.91060E+6	-135.000E+0	8.75087E-9	2.32000E+3	90.2000E+0	9.45079E-9
90.1000E+0	6.91097E+6	-135.000E+0	8.29333E-9	1.64000E+3	90.1000E+0	8.95940E-9
90.0000E+0	6.91137E+6	-135.000E+0	8.55741E-9	1.58000E+3	90.0000E+0	9.24325E-9
89.9000E+0	6.91180E+6	-135.000E+0	9.35496E-9	2.03500E+3	89.9000E+0	10.1009E-9
89.8000E+0	6.91217E+6	-135.000E+0	9.27832E-9	1.71000E+3	89.8000E+0	10.0201E-9
89.7000E+0	6.91258E+6	-135.000E+0	9.35051E-9	1.82500E+3	89.7000E+0	10.1044E-9
89.6000E+0	6.91297E+6	-135.000E+0	8.53871E-9	1.65500E+3	89.6000E+0	9.22329E-9
89.5000E+0	6.91339E+6	-135.000E+0	8.57673E-9	1.68000E+3	89.5000E+0	9.26396E-9
89.4000E+0	6.91378E+6	-135.000E+0	8.67110E-9	1.51000E+3	89.4000E+0	9.36561E-9
89.3000E+0	6.91418E+6	-135.000E+0	8.85404E-9	1.51000E+3	89.3000E+0	9.56165E-9
89.2000E+0	6.91459E+6	-135.000E+0	8.62728E-9	1.34500E+3	89.2000E+0	9.31933E-9
89.1000E+0	6.91496E+6	-135.000E+0	8.80804E-9	1.58000E+3	89.1000E+0	9.51079E-9
89.0000E+0	6.91537E+6	-135.000E+0	8.68337E-9	1.86500E+3	89.0000E+0	9.38020E-9
88.9000E+0	6.91579E+6	-135.000E+0	9.02170E-9	1.31000E+3	88.9000E+0	9.74278E-9
88.8000E+0	6.91618E+6	-135.000E+0	8.48353E-9	1.24500E+3	88.8000E+0	9.16404E-9
88.7000E+0	6.91659E+6	-135.000E+0	8.78008E-9	1.37000E+3	88.7000E+0	9.48232E-9
88.6000E+0	6.91700E+6	-135.000E+0	8.61501E-9	1.22500E+3	88.6000E+0	9.30732E-9
88.5000E+0	6.91739E+6	-135.000E+0	8.80826E-9	1.38500E+3	88.5000E+0	9.51237E-9
88.4000E+0	6.91777E+6	-135.000E+0	8.18426E-9	1.39000E+3	88.4000E+0	8.84543E-9
88.3000E+0	6.91821E+6	-135.000E+0	8.64329E-9	1.00500E+3	88.3000E+0	9.33637E-9
88.2000E+0	6.91857E+6	-135.000E+0	8.21757E-9	1.10500E+3	88.2000E+0	8.88271E-9
88.1000E+0	6.91899E+6	-135.000E+0	8.61818E-9	1.09000E+3	88.1000E+0	9.30692E-9
88.0000E+0	6.91938E+6	-135.000E+0	8.84072E-9	1.41000E+3	88.0000E+0	9.54729E-9
87.9000E+0	6.91980E+6	-135.000E+0	8.38680E-9	935.000E+0	87.9000E+0	9.05985E-9
87.8000E+0	6.92017E+6	-135.000E+0	8.49647E-9	1.01000E+3	87.8000E+0	9.17610E-9
87.7000E+0	6.92059E+6	-135.000E+0	8.49690E-9	1.51500E+3	87.7000E+0	9.17911E-9
87.6000E+0	6.92099E+6	-135.000E+0	9.39697E-9	1.00000E+3	87.6000E+0	10.1467E-9
87.5000E+0	6.92139E+6	-135.000E+0	9.45588E-9	1.38000E+3	87.5000E+0	10.2077E-9
87.4000E+0	6.92179E+6	-135.000E+0	9.16034E-9	1.26500E+3	87.4000E+0	9.88727E-9
87.3000E+0	6.92216E+6	-135.000E+0	9.18171E-9	1.22000E+3	87.3000E+0	9.91160E-9
87.2000E+0	6.92261E+6	-135.000E+0	9.55603E-9	975.000E+0	87.2000E+0	10.3160E-9
87.1000E+0	6.92299E+6	-135.000E+0	9.17630E-9	1.38000E+3	87.1000E+0	9.91515E-9
87.0000E+0	6.92338E+6	-135.000E+0	7.97010E-9	635.000E+0	87.0000E+0	8.61528E-9
86.9000E+0	6.92380E+6	-135.000E+0	8.93391E-9	940.000E+0	86.9000E+0	9.64694E-9
86.8000E+0	6.92418E+6	-135.000E+0	8.40919E-9	1.12500E+3	86.8000E+0	9.08659E-9
86.7000E+0	6.92459E+6	-135.000E+0	8.28437E-9	765.000E+0	86.7000E+0	8.95270E-9
86.6000E+0	6.92498E+6	-135.000E+0	8.52339E-9	875.000E+0	86.6000E+0	9.20750E-9
86.5000E+0	6.92537E+6	-135.000E+0	8.46056E-9	440.000E+0	86.5000E+0	9.13978E-9
86.4000E+0	6.92580E+6	-135.000E+0	8.68634E-9	665.000E+0	86.4000E+0	9.38111E-9
86.3000E+0	6.92617E+6	-135.000E+0	9.13912E-9	950.000E+0	86.3000E+0	9.86865E-9
86.2000E+0	6.92658E+6	-135.000E+0	8.62510E-9	1.30000E+3	86.2000E+0	9.31894E-9
86.1000E+0	6.92701E+6	-135.000E+0	8.95510E-9	995.000E+0	86.1000E+0	9.67306E-9
86.0000E+0	6.92738E+6	-135.000E+0	8.72734E-9	965.000E+0	86.0000E+0	9.42682E-9
85.9000E+0	6.92779E+6	-135.000E+0	8.67061E-9	960.000E+0	85.9000E+0	9.36583E-9
85.8000E+0	6.92818E+6	-135.000E+0	8.50684E-9	745.000E+0	85.8000E+0	9.19240E-9
85.7000E+0	6.92860E+6	-135.000E+0	8.57061E-9	650.000E+0	85.7000E+0	9.26235E-9
85.6000E+0	6.92899E+6	-135.000E+0	8.75708E-9	1.08000E+3	85.6000E+0	9.46127E-9
85.5000E+0	6.92940E+6	-135.000E+0	8.98885E-9	1.20000E+3	85.5000E+0	9.70844E-9
85.4000E+0	6.92978E+6	-135.000E+0	8.63167E-9	1.02500E+3	85.4000E+0	9.32488E-9
