Experiment	Sweep	
Date	30.08.2022 14:26:10	
User		
X (m)	0.000000E+0	
Y (m)	0.000000E+0	
Comment01	Vtip=135, BWD, XYZ default	

[DATA]
BB Back Bias (V)	Timestamp (ms)	Bias (V)	Current (A)	BBX (Hz)	BB Back Bias (V)	Tip Current (A)
85.3000E+0	6.93020E+6	-135.000E+0	8.33667E-9	1.09000E+3	85.3000E+0	9.00817E-9
85.2000E+0	6.93060E+6	-135.000E+0	8.53044E-9	860.000E+0	85.2000E+0	9.21650E-9
85.1000E+0	6.93100E+6	-135.000E+0	8.57235E-9	900.000E+0	85.1000E+0	9.26193E-9
85.0000E+0	6.93138E+6	-135.000E+0	8.53108E-9	665.000E+0	85.0000E+0	9.21710E-9
84.9000E+0	6.93180E+6	-135.000E+0	8.78530E-9	535.000E+0	84.9000E+0	9.49198E-9
84.8000E+0	6.93219E+6	-135.000E+0	9.64074E-9	835.000E+0	84.8000E+0	10.4085E-9
84.7000E+0	6.93258E+6	-135.000E+0	8.86945E-9	720.000E+0	84.7000E+0	9.57872E-9
84.6000E+0	6.93298E+6	-135.000E+0	8.86098E-9	1.13000E+3	84.6000E+0	9.57045E-9
84.5000E+0	6.93340E+6	-135.000E+0	8.75184E-9	770.000E+0	84.5000E+0	9.45242E-9
84.4000E+0	6.93378E+6	-135.000E+0	8.65740E-9	705.000E+0	84.4000E+0	9.35186E-9
84.3000E+0	6.93420E+6	-135.000E+0	8.65534E-9	435.000E+0	84.3000E+0	9.34814E-9
84.2000E+0	6.93459E+6	-135.000E+0	8.42044E-9	860.000E+0	84.2000E+0	9.09933E-9
84.1000E+0	6.93500E+6	-135.000E+0	8.90240E-9	715.000E+0	84.1000E+0	9.61442E-9
84.0000E+0	6.93538E+6	-135.000E+0	8.73491E-9	730.000E+0	84.0000E+0	9.43499E-9
83.9000E+0	6.93582E+6	-135.000E+0	8.55646E-9	885.000E+0	83.9000E+0	9.24228E-9
83.8000E+0	6.93618E+6	-135.000E+0	9.10189E-9	1.09000E+3	83.8000E+0	9.82917E-9
83.7000E+0	6.93659E+6	-135.000E+0	8.46635E-9	605.000E+0	83.7000E+0	9.14675E-9
83.6000E+0	6.93699E+6	-135.000E+0	8.64434E-9	550.000E+0	83.6000E+0	9.33724E-9
83.5000E+0	6.93737E+6	-135.000E+0	8.97562E-9	610.000E+0	83.5000E+0	9.69292E-9
83.4000E+0	6.93781E+6	-135.000E+0	8.37707E-9	765.000E+0	83.4000E+0	9.05036E-9
83.3000E+0	6.93820E+6	-135.000E+0	9.39888E-9	1.09000E+3	83.3000E+0	10.1510E-9
83.2000E+0	6.93861E+6	-135.000E+0	8.58546E-9	740.000E+0	83.2000E+0	9.27437E-9
83.1000E+0	6.93902E+6	-135.000E+0	8.53566E-9	905.000E+0	83.1000E+0	9.22146E-9
83.0000E+0	6.93939E+6	-135.000E+0	9.14391E-9	705.000E+0	83.0000E+0	9.87060E-9
82.9000E+0	6.93979E+6	-135.000E+0	8.76926E-9	775.000E+0	82.9000E+0	9.47001E-9
82.8000E+0	6.94019E+6	-135.000E+0	8.67128E-9	510.000E+0	82.8000E+0	9.36781E-9
82.7000E+0	6.94060E+6	-135.000E+0	9.15515E-9	765.000E+0	82.7000E+0	9.88239E-9
82.6000E+0	6.94100E+6	-135.000E+0	8.89798E-9	665.000E+0	82.6000E+0	9.60978E-9
82.5000E+0	6.94139E+6	-135.000E+0	8.95988E-9	430.000E+0	82.5000E+0	9.67439E-9
82.4000E+0	6.94180E+6	-135.000E+0	9.20972E-9	705.000E+0	82.4000E+0	9.94215E-9
82.3000E+0	6.94221E+6	-135.000E+0	9.28512E-9	560.000E+0	82.3000E+0	10.0234E-9
82.2000E+0	6.94260E+6	-135.000E+0	8.58709E-9	835.000E+0	82.2000E+0	9.27595E-9
82.1000E+0	6.94298E+6	-135.000E+0	9.51247E-9	620.000E+0	82.1000E+0	10.2767E-9
82.0000E+0	6.94339E+6	-135.000E+0	9.69480E-9	455.000E+0	82.0000E+0	10.4692E-9
81.9000E+0	6.94381E+6	-135.000E+0	8.69149E-9	700.000E+0	81.9000E+0	9.38885E-9
81.8000E+0	6.94420E+6	-135.000E+0	8.66952E-9	830.000E+0	81.8000E+0	9.36593E-9
81.7000E+0	6.94461E+6	-135.000E+0	8.57668E-9	830.000E+0	81.7000E+0	9.26446E-9
81.6000E+0	6.94499E+6	-135.000E+0	8.36715E-9	525.000E+0	81.6055E+0	9.04153E-9
81.5000E+0	6.94542E+6	-135.000E+0	8.57768E-9	550.000E+0	81.5000E+0	9.26643E-9
81.4000E+0	6.94579E+6	-135.000E+0	8.72503E-9	490.000E+0	81.4000E+0	9.42447E-9
81.3000E+0	6.94623E+6	-135.000E+0	8.81086E-9	665.000E+0	81.3000E+0	9.51835E-9
81.2000E+0	6.94661E+6	-135.000E+0	8.53891E-9	445.000E+0	81.2000E+0	9.22572E-9
81.1000E+0	6.94698E+6	-135.000E+0	8.64951E-9	515.000E+0	81.1000E+0	9.34497E-9
81.0000E+0	6.94739E+6	-135.000E+0	8.51170E-9	870.000E+0	81.0000E+0	9.19720E-9
80.9000E+0	6.94778E+6	-135.000E+0	8.47213E-9	660.000E+0	80.9000E+0	9.15288E-9
80.8000E+0	6.94820E+6	-135.000E+0	8.14440E-9	475.000E+0	80.8000E+0	8.80475E-9
80.7000E+0	6.94858E+6	-135.000E+0	8.59482E-9	325.000E+0	80.7000E+0	9.28696E-9
80.6000E+0	6.94900E+6	-135.000E+0	7.98506E-9	520.000E+0	80.6000E+0	8.63393E-9
80.5000E+0	6.94941E+6	-135.000E+0	8.48273E-9	545.000E+0	80.5000E+0	9.16656E-9
80.4000E+0	6.94979E+6	-135.000E+0	8.15828E-9	570.000E+0	80.4000E+0	8.82136E-9
80.3000E+0	6.95018E+6	-135.000E+0	8.15969E-9	385.000E+0	80.3000E+0	8.82288E-9
80.2000E+0	6.95061E+6	-135.000E+0	8.00033E-9	490.000E+0	80.2000E+0	8.65432E-9
80.1000E+0	6.95098E+6	-135.000E+0	8.52781E-9	560.000E+0	80.1000E+0	9.21661E-9
80.0000E+0	6.95140E+6	-135.000E+0	8.41269E-9	460.000E+0	80.0000E+0	9.09624E-9
79.9000E+0	6.95179E+6	-135.000E+0	8.29636E-9	420.000E+0	79.9000E+0	8.96711E-9
79.8000E+0	6.95219E+6	-135.000E+0	8.71423E-9	790.000E+0	79.8000E+0	9.41566E-9
79.7000E+0	6.95259E+6	-135.000E+0	8.33214E-9	510.000E+0	79.7000E+0	9.00314E-9
79.6000E+0	6.95301E+6	-135.000E+0	8.57542E-9	420.000E+0	79.6000E+0	9.26364E-9
79.5000E+0	6.95339E+6	-135.000E+0	8.86644E-9	425.000E+0	79.5000E+0	9.57535E-9
79.4000E+0	6.95383E+6	-135.000E+0	8.67678E-9	590.000E+0	79.4000E+0	9.37188E-9
79.3000E+0	6.95421E+6	-135.000E+0	8.48402E-9	705.000E+0	79.3000E+0	9.16533E-9
79.2000E+0	6.95460E+6	-135.000E+0	9.17353E-9	700.000E+0	79.2000E+0	9.90349E-9
79.1000E+0	6.95499E+6	-135.000E+0	9.40743E-9	945.000E+0	79.1000E+0	10.1588E-9
79.0000E+0	6.95540E+6	-135.000E+0	8.81133E-9	465.000E+0	79.0000E+0	9.51482E-9
78.9000E+0	6.95582E+6	-135.000E+0	9.18318E-9	455.000E+0	78.9000E+0	9.91830E-9
78.8000E+0	6.95621E+6	-135.000E+0	8.98676E-9	730.000E+0	78.8000E+0	9.70202E-9
78.7000E+0	6.95660E+6	-135.000E+0	8.72821E-9	790.000E+0	78.7000E+0	9.42716E-9
78.6000E+0	6.95701E+6	-135.000E+0	9.00409E-9	570.000E+0	78.6000E+0	9.72292E-9
78.5000E+0	6.95741E+6	-135.000E+0	8.36993E-9	645.000E+0	78.5000E+0	9.04329E-9
78.4000E+0	6.95780E+6	-135.000E+0	8.46238E-9	745.000E+0	78.4000E+0	9.14016E-9
78.3000E+0	6.95818E+6	-135.000E+0	8.57400E-9	450.000E+0	78.3000E+0	9.26192E-9
78.2000E+0	6.95860E+6	-135.000E+0	8.39012E-9	490.000E+0	78.2000E+0	9.06328E-9
78.1000E+0	6.95901E+6	-135.000E+0	8.62504E-9	555.000E+0	78.1000E+0	9.31577E-9
78.0000E+0	6.95940E+6	-135.000E+0	8.23213E-9	515.000E+0	78.0000E+0	8.89737E-9
77.9000E+0	6.95982E+6	-135.000E+0	8.46066E-9	520.000E+0	77.9000E+0	9.14007E-9
77.8000E+0	6.96021E+6	-135.000E+0	8.66852E-9	750.000E+0	77.8000E+0	9.36188E-9
77.7000E+0	6.96062E+6	-135.000E+0	8.28322E-9	435.000E+0	77.7000E+0	8.94901E-9
77.6000E+0	6.96103E+6	-135.000E+0	8.30539E-9	415.000E+0	77.6000E+0	8.97216E-9
77.5000E+0	6.96140E+6	-135.000E+0	8.55866E-9	545.000E+0	77.5000E+0	9.24608E-9
77.4000E+0	6.96181E+6	-135.000E+0	8.61526E-9	390.000E+0	77.4000E+0	9.30456E-9
77.3000E+0	6.96224E+6	-135.000E+0	8.58788E-9	580.000E+0	77.3000E+0	9.27653E-9
77.2000E+0	6.96262E+6	-135.000E+0	8.56534E-9	680.000E+0	77.2000E+0	9.25242E-9
77.1000E+0	6.96302E+6	-135.000E+0	8.87816E-9	650.000E+0	77.1000E+0	9.58684E-9
77.0000E+0	6.96341E+6	-135.000E+0	9.10670E-9	485.000E+0	77.0000E+0	9.83372E-9
76.9000E+0	6.96384E+6	-135.000E+0	8.74316E-9	775.000E+0	76.9000E+0	9.44377E-9
76.8000E+0	6.96421E+6	-135.000E+0	8.69227E-9	635.000E+0	76.8000E+0	9.38794E-9
76.7000E+0	6.96462E+6	-135.000E+0	8.88085E-9	450.000E+0	76.7000E+0	9.59156E-9
76.6000E+0	6.96503E+6	-135.000E+0	8.68859E-9	850.000E+0	76.6000E+0	9.38395E-9
76.5000E+0	6.96542E+6	-135.000E+0	8.68902E-9	345.000E+0	76.5000E+0	9.38518E-9
76.4000E+0	6.96581E+6	-135.000E+0	8.57665E-9	550.000E+0	76.4000E+0	9.26352E-9
76.3000E+0	6.96620E+6	-135.000E+0	8.43965E-9	680.000E+0	76.3000E+0	9.11840E-9
76.2000E+0	6.96663E+6	-135.000E+0	8.65349E-9	640.000E+0	76.2000E+0	9.34896E-9
76.1000E+0	6.96702E+6	-135.000E+0	8.78815E-9	465.000E+0	76.1000E+0	9.49275E-9
76.0000E+0	6.96742E+6	-135.000E+0	8.89945E-9	660.000E+0	76.0000E+0	9.61119E-9
75.9000E+0	6.96785E+6	-135.000E+0	8.53221E-9	415.000E+0	75.9000E+0	9.21723E-9
75.8000E+0	6.96821E+6	-135.000E+0	8.77085E-9	650.000E+0	75.8000E+0	9.47348E-9
75.7000E+0	6.96862E+6	-135.000E+0	8.79013E-9	695.000E+0	75.7000E+0	9.49484E-9
75.6000E+0	6.96903E+6	-135.000E+0	8.70233E-9	595.000E+0	75.6000E+0	9.39918E-9
75.5000E+0	6.96943E+6	-135.000E+0	8.31002E-9	700.000E+0	75.5000E+0	8.98047E-9
75.4000E+0	6.96983E+6	-135.000E+0	8.64028E-9	730.000E+0	75.4000E+0	9.33640E-9
75.3000E+0	6.97024E+6	-135.000E+0	8.56872E-9	825.000E+0	75.3000E+0	9.25425E-9
75.2000E+0	6.97062E+6	-135.000E+0	9.00347E-9	490.000E+0	75.2000E+0	9.72444E-9
75.1000E+0	6.97100E+6	-135.000E+0	8.44662E-9	480.000E+0	75.1000E+0	9.12473E-9
75.0000E+0	6.97144E+6	-135.000E+0	8.86598E-9	260.000E+0	75.0000E+0	9.57478E-9
74.9000E+0	6.97181E+6	-135.000E+0	9.73313E-9	655.000E+0	74.9000E+0	10.5083E-9
74.8000E+0	6.97221E+6	-135.000E+0	8.92969E-9	465.000E+0	74.8000E+0	9.64566E-9
74.7000E+0	6.97265E+6	-135.000E+0	8.44096E-9	410.000E+0	74.7000E+0	9.11684E-9
74.6000E+0	6.97302E+6	-135.000E+0	8.43157E-9	630.000E+0	74.6000E+0	9.10967E-9
74.5000E+0	6.97343E+6	-135.000E+0	8.75061E-9	695.000E+0	74.5000E+0	9.44974E-9
74.4000E+0	6.97384E+6	-135.000E+0	8.77316E-9	480.000E+0	74.4000E+0	9.47237E-9
74.3000E+0	6.97423E+6	-135.000E+0	8.71598E-9	700.000E+0	74.3000E+0	9.41267E-9
74.2000E+0	6.97461E+6	-135.000E+0	8.32844E-9	465.000E+0	74.2000E+0	8.99808E-9
74.1000E+0	6.97502E+6	-135.000E+0	8.28253E-9	850.000E+0	74.1000E+0	8.94985E-9
74.0000E+0	6.97542E+6	-135.000E+0	8.51562E-9	785.000E+0	74.0000E+0	9.20036E-9
73.9000E+0	6.97583E+6	-135.000E+0	8.79415E-9	770.000E+0	73.9000E+0	9.49945E-9
73.8000E+0	6.97622E+6	-135.000E+0	9.48062E-9	655.000E+0	73.8000E+0	10.2414E-9
73.7000E+0	6.97665E+6	-135.000E+0	9.24221E-9	635.000E+0	73.7000E+0	9.98420E-9
73.6000E+0	6.97702E+6	-135.000E+0	8.48148E-9	715.000E+0	73.6000E+0	9.16405E-9
73.5000E+0	6.97744E+6	-135.000E+0	8.57333E-9	560.000E+0	73.5000E+0	9.26065E-9
73.4000E+0	6.97782E+6	-135.000E+0	9.58894E-9	500.000E+0	73.4000E+0	10.3538E-9
73.3000E+0	6.97823E+6	-135.000E+0	8.60256E-9	700.000E+0	73.3000E+0	9.29598E-9
73.2000E+0	6.97864E+6	-135.000E+0	8.95384E-9	555.000E+0	73.2000E+0	9.66952E-9
73.1000E+0	6.97902E+6	-135.000E+0	9.14237E-9	645.000E+0	73.1000E+0	9.87426E-9
73.0000E+0	6.97943E+6	-135.000E+0	9.25178E-9	530.000E+0	73.0000E+0	9.99102E-9
72.9000E+0	6.97984E+6	-135.000E+0	8.30565E-9	655.000E+0	72.9000E+0	8.97460E-9
72.8000E+0	6.98022E+6	-135.000E+0	8.57393E-9	410.000E+0	72.8000E+0	9.26260E-9
72.7000E+0	6.98064E+6	-135.000E+0	8.61576E-9	450.000E+0	72.7000E+0	9.30701E-9
72.6000E+0	6.98102E+6	-135.000E+0	8.25511E-9	460.000E+0	72.6000E+0	8.91937E-9
72.5000E+0	6.98144E+6	-135.000E+0	8.50586E-9	595.000E+0	72.5000E+0	9.18885E-9
72.4000E+0	6.98185E+6	-135.000E+0	9.45693E-9	735.000E+0	72.4000E+0	10.2130E-9
72.3000E+0	6.98223E+6	-135.000E+0	8.84690E-9	495.000E+0	72.3000E+0	9.55373E-9
72.2000E+0	6.98262E+6	-135.000E+0	8.43930E-9	585.000E+0	72.2000E+0	9.11514E-9
72.1000E+0	6.98303E+6	-135.000E+0	8.70703E-9	595.000E+0	72.1000E+0	9.40958E-9
72.0000E+0	6.98342E+6	-135.000E+0	9.59380E-9	770.000E+0	72.0000E+0	10.3585E-9
71.9000E+0	6.98383E+6	-135.000E+0	8.89471E-9	605.000E+0	71.9000E+0	9.60682E-9
71.8000E+0	6.98425E+6	-135.000E+0	8.64212E-9	700.000E+0	71.8000E+0	9.33330E-9
71.7000E+0	6.98464E+6	-135.000E+0	8.67311E-9	660.000E+0	71.7000E+0	9.36623E-9
71.6000E+0	6.98503E+6	-135.000E+0	8.60002E-9	695.000E+0	71.6000E+0	9.28947E-9
71.5000E+0	6.98544E+6	-135.000E+0	8.73233E-9	650.000E+0	71.5000E+0	9.43147E-9
71.4000E+0	6.98583E+6	-135.000E+0	8.65833E-9	350.000E+0	71.4000E+0	9.35258E-9
71.3000E+0	6.98623E+6	-135.000E+0	8.58703E-9	730.000E+0	71.3000E+0	9.27555E-9
71.2000E+0	6.98665E+6	-135.000E+0	8.58847E-9	625.000E+0	71.2000E+0	9.27696E-9
71.1000E+0	6.98701E+6	-135.000E+0	8.81443E-9	630.000E+0	71.1000E+0	9.52049E-9
71.0000E+0	6.98745E+6	-135.000E+0	8.62718E-9	740.000E+0	71.0000E+0	9.31917E-9
70.9000E+0	6.98782E+6	-135.000E+0	8.73484E-9	780.000E+0	70.9000E+0	9.43222E-9
70.8000E+0	6.98823E+6	-135.000E+0	8.65144E-9	570.000E+0	70.8000E+0	9.34473E-9
70.7000E+0	6.98865E+6	-135.000E+0	8.46552E-9	965.000E+0	70.7000E+0	9.14469E-9
70.6000E+0	6.98902E+6	-135.000E+0	8.25508E-9	505.000E+0	70.6000E+0	8.92222E-9
70.5000E+0	6.98943E+6	-135.000E+0	8.62028E-9	605.000E+0	70.5000E+0	9.31153E-9
70.4000E+0	6.98982E+6	-135.000E+0	8.27195E-9	755.000E+0	70.4000E+0	8.93728E-9
70.3000E+0	6.99024E+6	-135.000E+0	8.48216E-9	1.08000E+3	70.3000E+0	9.16297E-9
70.2000E+0	6.99063E+6	-135.000E+0	8.71453E-9	1.04500E+3	70.2000E+0	9.41154E-9
70.1000E+0	6.99107E+6	-135.000E+0	8.65993E-9	735.000E+0	70.1000E+0	9.35346E-9
70.0000E+0	6.99145E+6	-135.000E+0	9.04704E-9	485.000E+0	70.0000E+0	9.77057E-9
69.9000E+0	6.99184E+6	-135.000E+0	9.07558E-9	475.000E+0	69.9000E+0	9.79934E-9
69.8000E+0	6.99223E+6	-135.000E+0	9.44204E-9	565.000E+0	69.8000E+0	10.1971E-9
69.7000E+0	6.99262E+6	-135.000E+0	8.43342E-9	500.000E+0	69.7000E+0	9.11228E-9
69.6000E+0	6.99304E+6	-135.000E+0	9.01650E-9	570.000E+0	69.6000E+0	9.73769E-9
69.5000E+0	6.99345E+6	-135.000E+0	8.57341E-9	1.19500E+3	69.5000E+0	9.26196E-9
69.4000E+0	6.99384E+6	-135.000E+0	8.63185E-9	680.000E+0	69.4000E+0	9.32184E-9
69.3000E+0	6.99424E+6	-135.000E+0	8.47470E-9	760.000E+0	69.3000E+0	9.15530E-9
69.2000E+0	6.99463E+6	-135.000E+0	8.46888E-9	650.000E+0	69.2000E+0	9.14874E-9
69.1000E+0	6.99506E+6	-135.000E+0	8.88536E-9	700.000E+0	69.1000E+0	9.59623E-9
69.0000E+0	6.99544E+6	-135.000E+0	8.66692E-9	865.000E+0	69.0000E+0	9.36082E-9
68.9000E+0	6.99582E+6	-135.000E+0	8.41053E-9	710.000E+0	68.9000E+0	9.08929E-9
68.8000E+0	6.99623E+6	-135.000E+0	8.58727E-9	630.000E+0	68.8000E+0	9.27539E-9
68.7000E+0	6.99667E+6	-135.000E+0	8.35024E-9	310.000E+0	68.7000E+0	9.02342E-9
68.6000E+0	6.99706E+6	-135.000E+0	8.60826E-9	535.000E+0	68.6000E+0	9.29905E-9
68.5000E+0	6.99744E+6	-135.000E+0	8.55355E-9	705.000E+0	68.5000E+0	9.24082E-9
68.4000E+0	6.99783E+6	-135.000E+0	8.75215E-9	830.000E+0	68.4000E+0	9.45187E-9
68.3000E+0	6.99825E+6	-135.000E+0	9.06951E-9	370.000E+0	68.3000E+0	9.79551E-9
68.2000E+0	6.99863E+6	-135.000E+0	8.54350E-9	655.000E+0	68.2000E+0	9.23151E-9
68.1000E+0	6.99902E+6	-135.000E+0	8.74713E-9	590.000E+0	68.1000E+0	9.44904E-9
68.0000E+0	6.99944E+6	-135.000E+0	9.14654E-9	500.000E+0	68.0000E+0	9.87434E-9
67.9000E+0	6.99985E+6	-135.000E+0	8.91478E-9	580.000E+0	67.9000E+0	9.62544E-9
67.8000E+0	7.00024E+6	-135.000E+0	8.58771E-9	480.000E+0	67.8000E+0	9.27550E-9
67.7000E+0	7.00065E+6	-135.000E+0	9.29806E-9	675.000E+0	67.7000E+0	10.0427E-9
67.6000E+0	7.00103E+6	-135.000E+0	9.19148E-9	485.000E+0	67.6000E+0	9.93237E-9
67.5000E+0	7.00145E+6	-135.000E+0	8.36599E-9	675.000E+0	67.5000E+0	9.03859E-9
67.4000E+0	7.00186E+6	-135.000E+0	8.25321E-9	640.000E+0	67.4000E+0	8.91866E-9
67.3000E+0	7.00225E+6	-135.000E+0	8.49528E-9	580.000E+0	67.3000E+0	9.17730E-9
67.2000E+0	7.00264E+6	-135.000E+0	8.60961E-9	725.000E+0	67.2000E+0	9.29909E-9
67.1000E+0	7.00307E+6	-135.000E+0	9.57219E-9	570.000E+0	67.1000E+0	10.3344E-9
67.0000E+0	7.00344E+6	-135.000E+0	9.63363E-9	835.000E+0	67.0000E+0	10.4009E-9
66.9000E+0	7.00385E+6	-135.000E+0	8.98899E-9	600.000E+0	66.9000E+0	9.70442E-9
66.8000E+0	7.00427E+6	-135.000E+0	8.69644E-9	680.000E+0	66.8000E+0	9.39255E-9
66.7000E+0	7.00465E+6	-135.000E+0	8.52325E-9	685.000E+0	66.7000E+0	9.20748E-9
66.6000E+0	7.00504E+6	-135.000E+0	8.47646E-9	425.000E+0	66.6000E+0	9.15619E-9
66.5000E+0	7.00543E+6	-135.000E+0	8.48974E-9	930.000E+0	66.5000E+0	9.17330E-9
66.4000E+0	7.00586E+6	-135.000E+0	8.61732E-9	830.000E+0	66.4000E+0	9.30817E-9
66.3000E+0	7.00623E+6	-135.000E+0	8.39277E-9	575.000E+0	66.3000E+0	9.06737E-9
66.2000E+0	7.00664E+6	-135.000E+0	9.69023E-9	755.000E+0	66.2000E+0	10.4630E-9
66.1000E+0	7.00707E+6	-135.000E+0	9.11057E-9	455.000E+0	66.1000E+0	9.84413E-9
66.0000E+0	7.00745E+6	-135.000E+0	8.40719E-9	490.000E+0	66.0000E+0	9.08348E-9
65.9000E+0	7.00785E+6	-135.000E+0	9.59540E-9	905.000E+0	65.9000E+0	10.3611E-9
65.8000E+0	7.00824E+6	-135.000E+0	8.79058E-9	640.000E+0	65.8000E+0	9.49536E-9
65.7000E+0	7.00866E+6	-135.000E+0	8.41887E-9	590.000E+0	65.7000E+0	9.09324E-9
65.6000E+0	7.00906E+6	-135.000E+0	9.43106E-9	570.000E+0	65.6000E+0	10.1845E-9
65.5000E+0	7.00942E+6	-135.000E+0	8.81951E-9	480.000E+0	65.5000E+0	9.52578E-9
65.4000E+0	7.00984E+6	-135.000E+0	8.29335E-9	835.000E+0	65.4000E+0	8.96322E-9
65.3000E+0	7.01027E+6	-135.000E+0	8.55748E-9	770.000E+0	65.3000E+0	9.24356E-9
65.2000E+0	7.01065E+6	-135.000E+0	8.55461E-9	920.000E+0	65.2000E+0	9.24010E-9
65.1000E+0	7.01104E+6	-135.000E+0	8.42463E-9	665.000E+0	65.1000E+0	9.10094E-9
65.0000E+0	7.01144E+6	-135.000E+0	8.44268E-9	470.000E+0	65.0000E+0	9.12231E-9
64.9000E+0	7.01188E+6	-135.000E+0	8.56890E-9	695.000E+0	64.9000E+0	9.25689E-9
64.8000E+0	7.01225E+6	-135.000E+0	8.76849E-9	385.000E+0	64.8000E+0	9.46926E-9
64.7000E+0	7.01266E+6	-135.000E+0	8.27770E-9	525.000E+0	64.7000E+0	8.94418E-9
64.6000E+0	7.01306E+6	-135.000E+0	8.56137E-9	625.000E+0	64.6000E+0	9.24634E-9
64.5000E+0	7.01346E+6	-135.000E+0	8.55489E-9	710.000E+0	64.5000E+0	9.23973E-9
64.4000E+0	7.01385E+6	-135.000E+0	8.39847E-9	365.000E+0	64.4000E+0	9.07221E-9
64.3000E+0	7.01426E+6	-135.000E+0	8.51856E-9	720.000E+0	64.3000E+0	9.20183E-9
64.2000E+0	7.01464E+6	-135.000E+0	8.36204E-9	760.000E+0	64.2000E+0	9.03640E-9
64.1000E+0	7.01506E+6	-135.000E+0	8.66824E-9	980.000E+0	64.1000E+0	9.36326E-9
64.0000E+0	7.01545E+6	-135.000E+0	9.20760E-9	805.000E+0	64.0000E+0	9.94085E-9
63.9000E+0	7.01585E+6	-135.000E+0	8.70352E-9	590.000E+0	63.9000E+0	9.40048E-9
63.8000E+0	7.01625E+6	-135.000E+0	8.50391E-9	805.000E+0	63.8000E+0	9.18572E-9
63.7000E+0	7.01667E+6	-135.000E+0	8.81779E-9	545.000E+0	63.7000E+0	9.52277E-9
63.6000E+0	7.01705E+6	-135.000E+0	8.63187E-9	635.000E+0	63.6000E+0	9.32365E-9
63.5000E+0	7.01746E+6	-135.000E+0	9.78917E-9	670.000E+0	63.5000E+0	10.5682E-9
63.4000E+0	7.01785E+6	-135.000E+0	8.31188E-9	725.000E+0	63.4000E+0	8.98354E-9
63.3000E+0	7.01824E+6	-135.000E+0	8.57548E-9	475.000E+0	63.3000E+0	9.26469E-9
63.2000E+0	7.01865E+6	-135.000E+0	8.56499E-9	515.000E+0	63.2000E+0	9.25139E-9
63.1000E+0	7.01906E+6	-135.000E+0	8.70098E-9	560.000E+0	63.1000E+0	9.39725E-9
63.0000E+0	7.01946E+6	-135.000E+0	8.63694E-9	445.000E+0	63.0000E+0	9.33050E-9
62.9000E+0	7.01987E+6	-135.000E+0	9.42397E-9	575.000E+0	62.9000E+0	10.1782E-9
62.8000E+0	7.02025E+6	-135.000E+0	8.68138E-9	655.000E+0	62.8000E+0	9.37653E-9
62.7000E+0	7.02065E+6	-135.000E+0	8.50135E-9	640.000E+0	62.7000E+0	9.18390E-9
62.6000E+0	7.02105E+6	-135.000E+0	8.42111E-9	460.000E+0	62.6000E+0	9.09682E-9
62.5000E+0	7.02146E+6	-135.000E+0	8.70647E-9	795.000E+0	62.5000E+0	9.40685E-9
62.4000E+0	7.02187E+6	-135.000E+0	8.75081E-9	625.000E+0	62.4000E+0	9.45161E-9
62.3000E+0	7.02228E+6	-135.000E+0	8.47781E-9	765.000E+0	62.3000E+0	9.15758E-9
62.2000E+0	7.02265E+6	-135.000E+0	8.21976E-9	680.000E+0	62.2000E+0	8.88403E-9
62.1000E+0	7.02306E+6	-135.000E+0	9.20368E-9	600.000E+0	62.1000E+0	9.94331E-9
62.0000E+0	7.02345E+6	-135.000E+0	8.79069E-9	685.000E+0	62.0000E+0	9.49534E-9
61.9000E+0	7.02387E+6	-135.000E+0	8.73983E-9	750.000E+0	61.9000E+0	9.43982E-9
61.8000E+0	7.02428E+6	-135.000E+0	8.21004E-9	365.000E+0	61.8000E+0	8.87168E-9
61.7000E+0	7.02467E+6	-135.000E+0	8.49942E-9	500.000E+0	61.7000E+0	9.18074E-9
61.6000E+0	7.02506E+6	-135.000E+0	8.70551E-9	625.000E+0	61.6000E+0	9.40272E-9
61.5000E+0	7.02548E+6	-135.000E+0	8.56853E-9	640.000E+0	61.5000E+0	9.25913E-9
61.4000E+0	7.02588E+6	-135.000E+0	8.18559E-9	570.000E+0	61.4000E+0	8.84681E-9
61.3000E+0	7.02627E+6	-135.000E+0	8.92415E-9	615.000E+0	61.3000E+0	9.63611E-9
61.2000E+0	7.02665E+6	-135.000E+0	8.65845E-9	775.000E+0	61.2000E+0	9.35178E-9
61.1000E+0	7.02708E+6	-135.000E+0	8.37859E-9	585.000E+0	61.1000E+0	9.05290E-9
61.0000E+0	7.02746E+6	-135.000E+0	9.17379E-9	550.000E+0	61.0000E+0	9.90790E-9
60.9000E+0	7.02787E+6	-135.000E+0	9.44548E-9	720.000E+0	60.9000E+0	10.2017E-9
60.8000E+0	7.02825E+6	-135.000E+0	9.06649E-9	665.000E+0	60.8000E+0	9.78957E-9
60.7000E+0	7.02868E+6	-135.000E+0	8.72306E-9	535.000E+0	60.7000E+0	9.42459E-9
60.6000E+0	7.02906E+6	-135.000E+0	9.11852E-9	560.000E+0	60.6000E+0	9.84466E-9
60.5000E+0	7.02947E+6	-135.000E+0	8.98475E-9	730.000E+0	60.5000E+0	9.70249E-9
60.4000E+0	7.02986E+6	-135.000E+0	8.59219E-9	395.000E+0	60.4000E+0	9.28132E-9
60.3000E+0	7.03027E+6	-135.000E+0	8.53230E-9	615.000E+0	60.3000E+0	9.21524E-9
