Experiment	Z spectroscopy	
Date	02.05.2018 17:07:33	
User		
X (m)	639.704E-9	
Y (m)	362.349E-9	
Z (m)	-59.122E-9	
Z offset (m)	0E+0	
Z sweep distance (m)	-50E-9	
Settling time (s)	250E-6	
Integration time (s)	1E-3	
Final Z (m)	N/A	
Filter type	None	
Order		
Cutoff frq		
Comment01	Clam 38 eV	

[DATA]
Z rel (m)	Current (A)	Tip Current (A)	Pressure Lisa (V)	Channeltron (Hz)	CLAM  2 (Hz)	Bias (V)	Z (m)	Current [bwd] (A)	Tip Current [bwd] (A)	Pressure Lisa [bwd] (V)	Channeltron [bwd] (Hz)	CLAM  2 [bwd] (Hz)	Bias [bwd] (V)	Z [bwd] (m)
20.8417E-9	-162.020E-9	159.618E-9	3.31405E+0	44.5000E+3	2.60000E+3	-115.000E+0	-38.2803E-9	-152.042E-9	149.582E-9	3.31353E+0	40.6000E+3	3.90000E+3	-115.000E+0	-38.2803E-9
20.9419E-9	-162.128E-9	160.213E-9	3.31367E+0	41.4000E+3	3.50000E+3	-115.000E+0	-38.1801E-9	-151.788E-9	149.566E-9	3.31371E+0	39.8000E+3	3.00000E+3	-115.000E+0	-38.1801E-9
21.0421E-9	-162.571E-9	160.464E-9	3.31348E+0	39.1000E+3	4.30000E+3	-115.000E+0	-38.0799E-9	-152.358E-9	151.319E-9	3.31396E+0	37.8000E+3	3.10000E+3	-115.000E+0	-38.0799E-9
21.1423E-9	-162.296E-9	160.028E-9	3.31339E+0	42.0000E+3	3.90000E+3	-115.000E+0	-37.9797E-9	-152.062E-9	149.794E-9	3.31431E+0	41.8000E+3	3.10000E+3	-115.000E+0	-37.9797E-9
21.2425E-9	-161.767E-9	159.300E-9	3.31321E+0	44.1000E+3	3.80000E+3	-115.000E+0	-37.8795E-9	-151.974E-9	151.031E-9	3.31431E+0	42.1000E+3	3.70000E+3	-115.000E+0	-37.8795E-9
21.3427E-9	-161.640E-9	159.264E-9	3.31315E+0	40.5000E+3	4.70000E+3	-115.000E+0	-37.7793E-9	-151.756E-9	149.134E-9	3.31426E+0	37.0000E+3	4.10000E+3	-115.000E+0	-37.7793E-9
21.4429E-9	-160.920E-9	159.500E-9	3.31334E+0	42.4000E+3	2.80000E+3	-115.000E+0	-37.6791E-9	-152.257E-9	150.330E-9	3.31440E+0	36.3000E+3	4.30000E+3	-115.000E+0	-37.6791E-9
21.5431E-9	-160.309E-9	159.557E-9	3.31351E+0	40.3000E+3	3.30000E+3	-115.000E+0	-37.5789E-9	-150.928E-9	149.631E-9	3.31408E+0	39.6000E+3	3.90000E+3	-115.000E+0	-37.5789E-9
21.6433E-9	-160.449E-9	158.647E-9	3.31403E+0	44.7000E+3	4.00000E+3	-115.000E+0	-37.4787E-9	-150.791E-9	148.129E-9	3.31372E+0	39.0000E+3	2.90000E+3	-115.000E+0	-37.4787E-9
21.7435E-9	-160.052E-9	158.097E-9	3.31434E+0	41.7000E+3	3.80000E+3	-115.000E+0	-37.3785E-9	-150.699E-9	148.181E-9	3.31359E+0	38.5000E+3	3.30000E+3	-115.000E+0	-37.3785E-9
21.8437E-9	-159.698E-9	156.970E-9	3.31462E+0	39.4000E+3	3.30000E+3	-115.000E+0	-37.2783E-9	-150.373E-9	147.626E-9	3.31316E+0	40.5000E+3	3.60000E+3	-115.000E+0	-37.2783E-9
21.9439E-9	-159.499E-9	156.476E-9	3.31464E+0	39.9000E+3	4.50000E+3	-115.000E+0	-37.1781E-9	-150.010E-9	147.234E-9	3.31313E+0	41.3000E+3	3.60000E+3	-115.000E+0	-37.1781E-9
22.0441E-9	-159.331E-9	157.408E-9	3.31496E+0	43.6000E+3	3.70000E+3	-115.000E+0	-37.0779E-9	-150.025E-9	147.932E-9	3.31288E+0	39.7000E+3	4.00000E+3	-115.000E+0	-37.0779E-9
22.1443E-9	-158.747E-9	155.820E-9	3.31468E+0	41.6000E+3	3.70000E+3	-115.000E+0	-36.9777E-9	-149.360E-9	147.483E-9	3.31306E+0	39.5000E+3	3.00000E+3	-115.000E+0	-36.9777E-9
22.2445E-9	-158.271E-9	156.945E-9	3.31443E+0	42.0000E+3	3.40000E+3	-115.000E+0	-36.8775E-9	-149.246E-9	147.221E-9	3.31297E+0	38.4000E+3	2.80000E+3	-115.000E+0	-36.8775E-9
22.3447E-9	-158.240E-9	156.444E-9	3.31416E+0	41.2000E+3	3.70000E+3	-115.000E+0	-36.7773E-9	-149.066E-9	146.625E-9	3.31341E+0	39.9000E+3	3.30000E+3	-115.000E+0	-36.7773E-9
22.4449E-9	-157.684E-9	154.926E-9	3.31378E+0	47.2000E+3	3.10000E+3	-115.000E+0	-36.6771E-9	-148.728E-9	146.856E-9	3.31361E+0	38.7000E+3	4.40000E+3	-115.000E+0	-36.6771E-9
22.5451E-9	-158.083E-9	155.619E-9	3.31375E+0	43.2000E+3	4.40000E+3	-115.000E+0	-36.5769E-9	-148.261E-9	146.842E-9	3.31376E+0	41.6000E+3	4.10000E+3	-115.000E+0	-36.5769E-9
22.6453E-9	-157.812E-9	155.661E-9	3.31351E+0	44.3000E+3	2.70000E+3	-115.000E+0	-36.4767E-9	-147.956E-9	144.865E-9	3.31410E+0	40.6000E+3	4.10000E+3	-115.000E+0	-36.4767E-9
22.7455E-9	-157.478E-9	155.303E-9	3.31342E+0	40.3000E+3	4.60000E+3	-115.000E+0	-36.3765E-9	-147.914E-9	145.561E-9	3.31397E+0	43.8000E+3	3.80000E+3	-115.000E+0	-36.3765E-9
22.8457E-9	-158.347E-9	156.795E-9	3.31371E+0	43.3000E+3	3.80000E+3	-115.000E+0	-36.2763E-9	-147.259E-9	145.573E-9	3.31384E+0	40.3000E+3	3.50000E+3	-115.000E+0	-36.2763E-9
22.9459E-9	-157.878E-9	155.405E-9	3.31406E+0	41.7000E+3	3.10000E+3	-115.000E+0	-36.1761E-9	-146.974E-9	145.416E-9	3.31372E+0	38.0000E+3	4.70000E+3	-115.000E+0	-36.1761E-9
23.0461E-9	-157.376E-9	155.096E-9	3.31452E+0	43.4000E+3	3.80000E+3	-115.000E+0	-36.0759E-9	-146.475E-9	143.601E-9	3.31334E+0	39.3000E+3	3.30000E+3	-115.000E+0	-36.0759E-9
23.1463E-9	-157.303E-9	154.809E-9	3.31468E+0	42.7000E+3	3.40000E+3	-115.000E+0	-35.9757E-9	-146.126E-9	144.061E-9	3.31304E+0	40.7000E+3	3.00000E+3	-115.000E+0	-35.9757E-9
23.2465E-9	-157.102E-9	155.360E-9	3.31488E+0	39.3000E+3	4.30000E+3	-115.000E+0	-35.8755E-9	-146.013E-9	144.370E-9	3.31276E+0	39.7000E+3	3.90000E+3	-115.000E+0	-35.8755E-9
23.3467E-9	-157.057E-9	154.527E-9	3.31522E+0	43.1000E+3	2.80000E+3	-115.000E+0	-35.7753E-9	-145.352E-9	143.242E-9	3.31242E+0	42.2000E+3	4.40000E+3	-115.000E+0	-35.7753E-9
23.4469E-9	-155.838E-9	154.773E-9	3.31535E+0	42.9000E+3	3.70000E+3	-115.000E+0	-35.6751E-9	-144.703E-9	143.869E-9	3.31218E+0	40.2000E+3	2.90000E+3	-115.000E+0	-35.6751E-9
23.5471E-9	-155.582E-9	152.080E-9	3.31532E+0	41.8000E+3	4.40000E+3	-115.000E+0	-35.5749E-9	-144.616E-9	141.313E-9	3.31215E+0	38.8000E+3	3.30000E+3	-115.000E+0	-35.5749E-9
23.6473E-9	-154.617E-9	152.213E-9	3.31531E+0	43.8000E+3	3.40000E+3	-115.000E+0	-35.4747E-9	-143.989E-9	142.191E-9	3.31243E+0	40.0000E+3	4.20000E+3	-115.000E+0	-35.4747E-9
23.7475E-9	-153.946E-9	151.346E-9	3.31485E+0	39.9000E+3	3.50000E+3	-115.000E+0	-35.3745E-9	-143.524E-9	141.610E-9	3.31266E+0	38.5000E+3	3.30000E+3	-115.000E+0	-35.3745E-9
23.8477E-9	-153.797E-9	151.889E-9	3.31456E+0	41.0000E+3	4.10000E+3	-115.000E+0	-35.2743E-9	-143.902E-9	142.209E-9	3.31277E+0	41.1000E+3	3.40000E+3	-115.000E+0	-35.2743E-9
23.9479E-9	-154.425E-9	151.604E-9	3.31442E+0	44.3000E+3	3.90000E+3	-115.000E+0	-35.1741E-9	-144.329E-9	142.768E-9	3.31310E+0	40.7000E+3	3.50000E+3	-115.000E+0	-35.1741E-9
24.0481E-9	-154.317E-9	151.351E-9	3.31408E+0	42.4000E+3	4.40000E+3	-115.000E+0	-35.0739E-9	-144.162E-9	141.431E-9	3.31329E+0	37.8000E+3	3.50000E+3	-115.000E+0	-35.0739E-9
24.1483E-9	-154.009E-9	149.960E-9	3.31392E+0	41.1000E+3	4.60000E+3	-115.000E+0	-34.9737E-9	-143.593E-9	141.535E-9	3.31337E+0	38.8000E+3	3.60000E+3	-115.000E+0	-34.9737E-9
24.2485E-9	-153.986E-9	151.838E-9	3.31395E+0	43.9000E+3	2.40000E+3	-115.000E+0	-34.8735E-9	-143.669E-9	140.969E-9	3.31344E+0	38.3000E+3	2.90000E+3	-115.000E+0	-34.8735E-9
24.3487E-9	-153.859E-9	151.722E-9	3.31410E+0	38.2000E+3	4.60000E+3	-115.000E+0	-34.7733E-9	-143.489E-9	140.376E-9	3.31311E+0	37.9000E+3	3.70000E+3	-115.000E+0	-34.7733E-9
24.4489E-9	-153.567E-9	152.239E-9	3.31426E+0	42.7000E+3	3.40000E+3	-115.000E+0	-34.6731E-9	-143.649E-9	142.592E-9	3.31302E+0	36.2000E+3	3.20000E+3	-115.000E+0	-34.6731E-9
24.5491E-9	-152.978E-9	150.967E-9	3.31488E+0	37.4000E+3	3.60000E+3	-115.000E+0	-34.5729E-9	-143.164E-9	140.830E-9	3.31286E+0	38.0000E+3	3.40000E+3	-115.000E+0	-34.5729E-9
24.6493E-9	-152.335E-9	150.360E-9	3.31484E+0	37.9000E+3	3.20000E+3	-115.000E+0	-34.4727E-9	-143.244E-9	140.517E-9	3.31246E+0	38.2000E+3	3.10000E+3	-115.000E+0	-34.4727E-9
24.7495E-9	-151.991E-9	149.954E-9	3.31515E+0	38.7000E+3	3.50000E+3	-115.000E+0	-34.3725E-9	-142.740E-9	140.556E-9	3.31200E+0	39.4000E+3	2.50000E+3	-115.000E+0	-34.3725E-9
24.8497E-9	-151.816E-9	149.414E-9	3.31532E+0	34.6000E+3	5.00000E+3	-115.000E+0	-34.2723E-9	-142.115E-9	140.159E-9	3.31217E+0	38.3000E+3	3.20000E+3	-115.000E+0	-34.2723E-9
24.9499E-9	-151.905E-9	148.375E-9	3.31535E+0	41.1000E+3	5.10000E+3	-115.000E+0	-34.1721E-9	-142.195E-9	139.708E-9	3.31177E+0	39.6000E+3	4.10000E+3	-115.000E+0	-34.1721E-9
25.0501E-9	-151.887E-9	149.549E-9	3.31494E+0	42.0000E+3	4.20000E+3	-115.000E+0	-34.0719E-9	-142.004E-9	139.005E-9	3.31241E+0	41.1000E+3	3.10000E+3	-115.000E+0	-34.0719E-9
25.1503E-9	-151.735E-9	150.033E-9	3.31486E+0	41.8000E+3	3.00000E+3	-115.000E+0	-33.9717E-9	-141.866E-9	139.366E-9	3.31260E+0	36.4000E+3	4.40000E+3	-115.000E+0	-33.9717E-9
25.2505E-9	-151.122E-9	149.586E-9	3.31422E+0	38.5000E+3	3.50000E+3	-115.000E+0	-33.8715E-9	-141.497E-9	138.539E-9	3.31294E+0	40.5000E+3	4.70000E+3	-115.000E+0	-33.8715E-9
25.3507E-9	-150.708E-9	148.816E-9	3.31424E+0	41.0000E+3	4.40000E+3	-115.000E+0	-33.7713E-9	-141.168E-9	139.258E-9	3.31334E+0	38.4000E+3	4.00000E+3	-115.000E+0	-33.7713E-9
25.4509E-9	-150.086E-9	147.791E-9	3.31404E+0	41.9000E+3	3.50000E+3	-115.000E+0	-33.6711E-9	-140.664E-9	139.735E-9	3.31356E+0	39.3000E+3	4.50000E+3	-115.000E+0	-33.6711E-9
25.5511E-9	-149.807E-9	147.282E-9	3.31374E+0	41.3000E+3	3.10000E+3	-115.000E+0	-33.5709E-9	-140.407E-9	137.641E-9	3.31392E+0	40.7000E+3	2.80000E+3	-115.000E+0	-33.5709E-9
25.6513E-9	-149.597E-9	146.528E-9	3.31385E+0	38.7000E+3	3.80000E+3	-115.000E+0	-33.4707E-9	-140.562E-9	137.705E-9	3.31404E+0	37.4000E+3	3.20000E+3	-115.000E+0	-33.4707E-9
25.7515E-9	-149.475E-9	146.420E-9	3.31408E+0	40.1000E+3	4.60000E+3	-115.000E+0	-33.3705E-9	-140.328E-9	138.089E-9	3.31402E+0	38.6000E+3	3.40000E+3	-115.000E+0	-33.3705E-9
25.8517E-9	-149.049E-9	146.151E-9	3.31427E+0	41.5000E+3	3.60000E+3	-115.000E+0	-33.2703E-9	-139.724E-9	136.755E-9	3.31379E+0	35.4000E+3	4.20000E+3	-115.000E+0	-33.2703E-9
25.9519E-9	-148.523E-9	146.694E-9	3.31478E+0	38.6000E+3	3.90000E+3	-115.000E+0	-33.1701E-9	-139.281E-9	137.409E-9	3.31356E+0	40.3000E+3	2.90000E+3	-115.000E+0	-33.1701E-9
26.0521E-9	-143.012E-9	141.107E-9	3.31521E+0	39.5000E+3	4.50000E+3	-115.000E+0	-33.0699E-9	-138.798E-9	136.346E-9	3.31326E+0	40.8000E+3	4.10000E+3	-115.000E+0	-33.0699E-9
26.1523E-9	-141.010E-9	139.149E-9	3.31563E+0	37.5000E+3	3.40000E+3	-115.000E+0	-32.9697E-9	-138.727E-9	137.544E-9	3.31294E+0	39.6000E+3	4.50000E+3	-115.000E+0	-32.9697E-9
26.2525E-9	-140.850E-9	138.301E-9	3.31561E+0	41.0000E+3	4.30000E+3	-115.000E+0	-32.8695E-9	-139.180E-9	137.235E-9	3.31250E+0	39.5000E+3	2.70000E+3	-115.000E+0	-32.8695E-9
26.3527E-9	-138.673E-9	137.177E-9	3.31574E+0	38.5000E+3	3.30000E+3	-115.000E+0	-32.7693E-9	-138.179E-9	136.638E-9	3.31236E+0	34.7000E+3	3.30000E+3	-115.000E+0	-32.7693E-9
26.4529E-9	-138.401E-9	136.178E-9	3.31580E+0	38.1000E+3	3.90000E+3	-115.000E+0	-32.6691E-9	-138.030E-9	135.199E-9	3.31239E+0	39.0000E+3	3.10000E+3	-115.000E+0	-32.6691E-9
26.5531E-9	-138.026E-9	135.397E-9	3.31532E+0	40.2000E+3	2.80000E+3	-115.000E+0	-32.5689E-9	-137.739E-9	134.963E-9	3.31254E+0	37.4000E+3	4.50000E+3	-115.000E+0	-32.5689E-9
26.6533E-9	-137.712E-9	135.904E-9	3.31493E+0	38.6000E+3	3.60000E+3	-115.000E+0	-32.4687E-9	-137.765E-9	135.847E-9	3.31286E+0	35.3000E+3	2.80000E+3	-115.000E+0	-32.4687E-9
26.7535E-9	-136.783E-9	134.934E-9	3.31486E+0	38.3000E+3	3.60000E+3	-115.000E+0	-32.3685E-9	-137.277E-9	135.028E-9	3.31316E+0	38.2000E+3	5.20000E+3	-115.000E+0	-32.3685E-9
26.8537E-9	-136.364E-9	134.590E-9	3.31450E+0	40.2000E+3	3.70000E+3	-115.000E+0	-32.2683E-9	-136.677E-9	134.475E-9	3.31329E+0	34.8000E+3	4.00000E+3	-115.000E+0	-32.2683E-9
26.9539E-9	-135.637E-9	133.315E-9	3.31426E+0	34.5000E+3	3.90000E+3	-115.000E+0	-32.1681E-9	-136.084E-9	133.824E-9	3.31362E+0	36.6000E+3	2.30000E+3	-115.000E+0	-32.1681E-9
27.0541E-9	-135.552E-9	133.864E-9	3.31413E+0	34.5000E+3	3.30000E+3	-115.000E+0	-32.0679E-9	-135.818E-9	133.340E-9	3.31396E+0	38.8000E+3	2.70000E+3	-115.000E+0	-32.0679E-9
27.1543E-9	-135.162E-9	132.419E-9	3.31399E+0	37.9000E+3	4.20000E+3	-115.000E+0	-31.9677E-9	-136.048E-9	134.338E-9	3.31379E+0	36.7000E+3	3.90000E+3	-115.000E+0	-31.9677E-9
27.2545E-9	-134.659E-9	132.342E-9	3.31404E+0	37.0000E+3	2.80000E+3	-115.000E+0	-31.8675E-9	-136.022E-9	133.306E-9	3.31384E+0	38.5000E+3	2.90000E+3	-115.000E+0	-31.8675E-9
27.3547E-9	-134.689E-9	132.002E-9	3.31454E+0	36.8000E+3	2.80000E+3	-115.000E+0	-31.7673E-9	-136.043E-9	134.133E-9	3.31375E+0	37.9000E+3	2.70000E+3	-115.000E+0	-31.7673E-9
27.4549E-9	-134.087E-9	131.997E-9	3.31454E+0	33.5000E+3	4.00000E+3	-115.000E+0	-31.6671E-9	-136.066E-9	134.042E-9	3.31332E+0	36.7000E+3	3.20000E+3	-115.000E+0	-31.6671E-9
27.5551E-9	-134.324E-9	132.779E-9	3.31504E+0	36.6000E+3	2.70000E+3	-115.000E+0	-31.5669E-9	-135.556E-9	132.794E-9	3.31291E+0	39.8000E+3	2.80000E+3	-115.000E+0	-31.5669E-9
27.6553E-9	-133.736E-9	131.892E-9	3.31544E+0	37.2000E+3	3.60000E+3	-115.000E+0	-31.4667E-9	-135.356E-9	132.942E-9	3.31280E+0	36.4000E+3	4.50000E+3	-115.000E+0	-31.4667E-9
27.7555E-9	-133.979E-9	131.964E-9	3.31530E+0	35.8000E+3	4.40000E+3	-115.000E+0	-31.3665E-9	-134.964E-9	132.568E-9	3.31249E+0	37.3000E+3	3.90000E+3	-115.000E+0	-31.3665E-9
27.8557E-9	-133.943E-9	131.296E-9	3.31551E+0	35.2000E+3	4.00000E+3	-115.000E+0	-31.2663E-9	-134.428E-9	132.404E-9	3.31226E+0	40.7000E+3	4.20000E+3	-115.000E+0	-31.2663E-9
27.9559E-9	-133.622E-9	131.821E-9	3.31551E+0	35.9000E+3	3.30000E+3	-115.000E+0	-31.1661E-9	-133.851E-9	130.776E-9	3.31273E+0	36.8000E+3	3.30000E+3	-115.000E+0	-31.1661E-9
28.0561E-9	-133.530E-9	131.655E-9	3.31508E+0	35.7000E+3	4.40000E+3	-115.000E+0	-31.0659E-9	-133.654E-9	130.650E-9	3.31269E+0	36.8000E+3	2.30000E+3	-115.000E+0	-31.0659E-9
28.1563E-9	-133.322E-9	130.598E-9	3.31473E+0	41.3000E+3	2.40000E+3	-115.000E+0	-30.9657E-9	-134.568E-9	131.045E-9	3.31295E+0	37.8000E+3	3.60000E+3	-115.000E+0	-30.9657E-9
28.2565E-9	-133.141E-9	130.989E-9	3.31479E+0	35.3000E+3	2.80000E+3	-115.000E+0	-30.8655E-9	-133.652E-9	130.509E-9	3.31340E+0	36.0000E+3	3.90000E+3	-115.000E+0	-30.8655E-9
28.3567E-9	-133.036E-9	130.917E-9	3.31430E+0	36.6000E+3	3.70000E+3	-115.000E+0	-30.7653E-9	-133.064E-9	131.534E-9	3.31362E+0	38.1000E+3	2.20000E+3	-115.000E+0	-30.7653E-9
28.4569E-9	-132.711E-9	131.222E-9	3.31434E+0	36.5000E+3	4.00000E+3	-115.000E+0	-30.6651E-9	-132.663E-9	130.303E-9	3.31381E+0	39.6000E+3	4.50000E+3	-115.000E+0	-30.6651E-9
28.5571E-9	-132.313E-9	131.377E-9	3.31417E+0	38.7000E+3	3.50000E+3	-115.000E+0	-30.5649E-9	-133.019E-9	131.122E-9	3.31417E+0	36.1000E+3	2.70000E+3	-115.000E+0	-30.5649E-9
28.6573E-9	-132.302E-9	130.426E-9	3.31411E+0	38.8000E+3	4.60000E+3	-115.000E+0	-30.4647E-9	-132.120E-9	130.800E-9	3.31386E+0	33.7000E+3	4.20000E+3	-115.000E+0	-30.4647E-9
28.7575E-9	-132.024E-9	129.504E-9	3.31458E+0	36.0000E+3	3.50000E+3	-115.000E+0	-30.3645E-9	-132.097E-9	130.189E-9	3.31391E+0	35.1000E+3	3.80000E+3	-115.000E+0	-30.3645E-9
28.8577E-9	-131.552E-9	129.786E-9	3.31499E+0	38.9000E+3	2.90000E+3	-115.000E+0	-30.2643E-9	-131.989E-9	130.574E-9	3.31377E+0	37.2000E+3	3.70000E+3	-115.000E+0	-30.2643E-9
28.9579E-9	-131.163E-9	128.670E-9	3.31518E+0	34.7000E+3	2.60000E+3	-115.000E+0	-30.1641E-9	-131.605E-9	129.879E-9	3.31347E+0	38.4000E+3	3.20000E+3	-115.000E+0	-30.1641E-9
29.0581E-9	-131.209E-9	129.283E-9	3.31550E+0	36.3000E+3	3.70000E+3	-115.000E+0	-30.0639E-9	-131.405E-9	130.361E-9	3.31313E+0	36.6000E+3	2.80000E+3	-115.000E+0	-30.0639E-9
29.1583E-9	-130.943E-9	129.734E-9	3.31563E+0	31.7000E+3	4.00000E+3	-115.000E+0	-29.9637E-9	-130.767E-9	128.393E-9	3.31293E+0	37.5000E+3	3.10000E+3	-115.000E+0	-29.9637E-9
29.2585E-9	-130.611E-9	129.865E-9	3.31566E+0	35.1000E+3	3.00000E+3	-115.000E+0	-29.8635E-9	-130.628E-9	130.257E-9	3.31286E+0	37.5000E+3	3.90000E+3	-115.000E+0	-29.8635E-9
29.3587E-9	-130.414E-9	128.463E-9	3.31569E+0	37.3000E+3	3.00000E+3	-115.000E+0	-29.7633E-9	-130.410E-9	128.628E-9	3.31304E+0	35.0000E+3	4.60000E+3	-115.000E+0	-29.7633E-9
29.4589E-9	-130.355E-9	127.702E-9	3.31532E+0	36.7000E+3	3.00000E+3	-115.000E+0	-29.6631E-9	-130.206E-9	127.778E-9	3.31329E+0	39.1000E+3	3.80000E+3	-115.000E+0	-29.6631E-9
29.5591E-9	-129.931E-9	128.699E-9	3.31493E+0	32.0000E+3	3.00000E+3	-115.000E+0	-29.5629E-9	-130.103E-9	128.829E-9	3.31354E+0	33.7000E+3	3.90000E+3	-115.000E+0	-29.5629E-9
29.6593E-9	-129.825E-9	127.042E-9	3.31474E+0	36.1000E+3	3.70000E+3	-115.000E+0	-29.4627E-9	-130.349E-9	128.403E-9	3.31396E+0	34.3000E+3	4.10000E+3	-115.000E+0	-29.4627E-9
29.7595E-9	-129.309E-9	126.821E-9	3.31424E+0	37.7000E+3	3.50000E+3	-115.000E+0	-29.3625E-9	-129.851E-9	127.777E-9	3.31425E+0	33.9000E+3	6.00000E+3	-115.000E+0	-29.3625E-9
29.8597E-9	-128.891E-9	127.093E-9	3.31412E+0	35.9000E+3	2.40000E+3	-115.000E+0	-29.2623E-9	-129.785E-9	127.829E-9	3.31448E+0	37.8000E+3	3.40000E+3	-115.000E+0	-29.2623E-9
29.9599E-9	-128.791E-9	126.506E-9	3.31399E+0	32.5000E+3	3.30000E+3	-115.000E+0	-29.1621E-9	-129.222E-9	127.337E-9	3.31474E+0	35.9000E+3	2.80000E+3	-115.000E+0	-29.1621E-9
30.0601E-9	-128.847E-9	126.042E-9	3.31381E+0	36.0000E+3	4.00000E+3	-115.000E+0	-29.0619E-9	-129.391E-9	128.048E-9	3.31481E+0	39.7000E+3	3.20000E+3	-115.000E+0	-29.0619E-9
30.1603E-9	-128.714E-9	126.653E-9	3.31426E+0	35.0000E+3	3.10000E+3	-115.000E+0	-28.9617E-9	-129.296E-9	126.912E-9	3.31485E+0	38.5000E+3	4.00000E+3	-115.000E+0	-28.9617E-9
30.2605E-9	-128.566E-9	126.423E-9	3.31460E+0	37.5000E+3	3.90000E+3	-115.000E+0	-28.8615E-9	-128.304E-9	126.583E-9	3.31440E+0	32.3000E+3	4.40000E+3	-115.000E+0	-28.8615E-9
30.3607E-9	-128.112E-9	126.484E-9	3.31479E+0	35.9000E+3	2.80000E+3	-115.000E+0	-28.7613E-9	-128.004E-9	125.602E-9	3.31411E+0	36.9000E+3	3.40000E+3	-115.000E+0	-28.7613E-9
30.4609E-9	-128.091E-9	126.038E-9	3.31519E+0	38.9000E+3	2.20000E+3	-115.000E+0	-28.6611E-9	-127.899E-9	125.971E-9	3.31386E+0	38.8000E+3	3.30000E+3	-115.000E+0	-28.6611E-9
30.5611E-9	-127.716E-9	125.994E-9	3.31511E+0	34.3000E+3	3.30000E+3	-115.000E+0	-28.5609E-9	-127.347E-9	125.339E-9	3.31336E+0	33.1000E+3	2.40000E+3	-115.000E+0	-28.5609E-9
30.6613E-9	-127.123E-9	124.826E-9	3.31524E+0	36.7000E+3	3.20000E+3	-115.000E+0	-28.4607E-9	-127.725E-9	126.372E-9	3.31314E+0	34.8000E+3	2.20000E+3	-115.000E+0	-28.4607E-9
30.7615E-9	-126.899E-9	125.632E-9	3.31551E+0	34.9000E+3	3.30000E+3	-115.000E+0	-28.3605E-9	-126.895E-9	124.832E-9	3.31311E+0	35.6000E+3	2.90000E+3	-115.000E+0	-28.3605E-9
30.8617E-9	-125.955E-9	124.835E-9	3.31518E+0	37.8000E+3	2.20000E+3	-115.000E+0	-28.2603E-9	-127.067E-9	125.063E-9	3.31310E+0	36.3000E+3	4.70000E+3	-115.000E+0	-28.2603E-9
30.9619E-9	-126.104E-9	124.246E-9	3.31489E+0	35.0000E+3	3.60000E+3	-115.000E+0	-28.1601E-9	-126.543E-9	124.951E-9	3.31312E+0	37.3000E+3	2.80000E+3	-115.000E+0	-28.1601E-9
31.0621E-9	-126.354E-9	124.053E-9	3.31468E+0	34.6000E+3	3.10000E+3	-115.000E+0	-28.0599E-9	-126.813E-9	124.957E-9	3.31358E+0	36.8000E+3	2.80000E+3	-115.000E+0	-28.0599E-9
31.1623E-9	-126.034E-9	123.699E-9	3.31415E+0	35.2000E+3	3.60000E+3	-115.000E+0	-27.9597E-9	-126.115E-9	124.544E-9	3.31379E+0	36.3000E+3	3.20000E+3	-115.000E+0	-27.9597E-9
31.2625E-9	-125.677E-9	123.089E-9	3.31404E+0	33.6000E+3	2.50000E+3	-115.000E+0	-27.8595E-9	-125.939E-9	124.415E-9	3.31416E+0	36.4000E+3	3.60000E+3	-115.000E+0	-27.8595E-9
31.3627E-9	-125.372E-9	123.150E-9	3.31394E+0	35.7000E+3	4.30000E+3	-115.000E+0	-27.7593E-9	-125.825E-9	124.142E-9	3.31470E+0	37.6000E+3	3.50000E+3	-115.000E+0	-27.7593E-9
31.4629E-9	-125.183E-9	121.933E-9	3.31378E+0	32.6000E+3	3.40000E+3	-115.000E+0	-27.6591E-9	-125.656E-9	123.253E-9	3.31469E+0	32.8000E+3	2.10000E+3	-115.000E+0	-27.6591E-9
31.5631E-9	-124.839E-9	122.264E-9	3.31392E+0	37.1000E+3	1.60000E+3	-115.000E+0	-27.5589E-9	-125.668E-9	123.186E-9	3.31454E+0	32.2000E+3	3.10000E+3	-115.000E+0	-27.5589E-9
31.6633E-9	-124.410E-9	123.020E-9	3.31404E+0	35.3000E+3	2.20000E+3	-115.000E+0	-27.4587E-9	-125.356E-9	124.249E-9	3.31456E+0	35.1000E+3	2.50000E+3	-115.000E+0	-27.4587E-9
31.7635E-9	-124.196E-9	122.591E-9	3.31459E+0	30.8000E+3	3.00000E+3	-115.000E+0	-27.3585E-9	-125.352E-9	123.571E-9	3.31401E+0	31.8000E+3	2.80000E+3	-115.000E+0	-27.3585E-9
31.8637E-9	-124.455E-9	121.627E-9	3.31471E+0	37.1000E+3	3.60000E+3	-115.000E+0	-27.2583E-9	-125.321E-9	122.777E-9	3.31368E+0	37.1000E+3	2.60000E+3	-115.000E+0	-27.2583E-9
31.9639E-9	-124.224E-9	123.328E-9	3.31505E+0	40.9000E+3	3.20000E+3	-115.000E+0	-27.1581E-9	-124.914E-9	122.594E-9	3.31345E+0	34.7000E+3	2.80000E+3	-115.000E+0	-27.1581E-9
32.0641E-9	-123.695E-9	122.602E-9	3.31511E+0	33.9000E+3	3.20000E+3	-115.000E+0	-27.0579E-9	-124.471E-9	122.878E-9	3.31286E+0	36.0000E+3	3.10000E+3	-115.000E+0	-27.0579E-9
